"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"","LANGUAGES & CULTURES OF A Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","",""
"Genres-Asian Religious Writing","235","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"SE Asian Refugees of Cold War","246","001","19","3.763","73.7","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Civs of India-Modern Period","252","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to the Middle East","266","001","55","3.528","41.8","29.1","18.2","9.1",".",".",".","1.8",".",".",".",".",".",".",".","."
"Topics in LCA","300","001","8","3.714","37.5","50.0",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Introduction to Buddhism","364","001","21","3.472","33.3","33.3","4.8","9.5","4.8",".",".","4.8",".",".",".",".","9.5",".",".","."
"Visual Cultures of South Asia","428","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist SE Asia Since 1800","458","001","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Indian Writers Abroad","478","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Map & Represent Colonial Space","621","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar-Central Asian Hist","640","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar:Literatures of Asia","666","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Independent Study","799","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar in Turkic Studies","850","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","042","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","058","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","11","",".",".",".",".",".",".",".","63.6",".",".",".","36.4",".",".",".","."
"LCA
521","","Dept. Total","151","3.606","43.7","27.2","11.3","4.6","2.0",".",".","6.6",".",".",".","2.6","2.0",".",".","."
