"","991
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
009","7","",".",".",".",".",".",".",".","57.1",".",".",".","42.9",".",".",".","."
"","991
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","19","",".",".",".",".",".",".",".","31.6",".",".",".","68.4",".",".",".","."
"GERMAN
424","Dept. Total","854","3.625","59.1","17.2","13.1","2.2","2.8","0.7","0.6","2.3",".","0.2",".","1.6",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","60","3.326","51.7","18.3","10.0","5.0","8.3","3.3","3.3",".",".",".",".",".",".",".",".","."
"Sophomore","","202","3.593","58.9","14.9","19.3","2.0","4.0","0.5","0.5",".",".",".",".",".",".",".",".","."
"Junior","","200","3.593","53.5","24.5","16.5","2.0","1.5","0.5","1.0","0.5",".",".",".",".",".",".",".","."
"Senior","","239","3.669","62.3","19.7","11.3","2.5","2.5","0.8",".","0.8",".",".",".",".",".",".",".","."
"Undergraduates","","701","3.593","57.9","19.5","15.0","2.4","3.1","0.9","0.7","0.4",".",".",".",".",".",".",".","."
"Special","","25","3.493","44.0","12.0","8.0","4.0","8.0",".",".","24.0",".",".",".",".",".",".",".","."
"Graduate","","125","3.897","68.0","5.6","4.0","0.8",".",".",".","8.8",".","1.6",".","11.2",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","854","3.625","59.1","17.2","13.1","2.2","2.8","0.7","0.6","2.3",".","0.2",".","1.6",".",".",".","."
