"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Digital Media and Literacy","209
001","","14","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Crit Aspects Teach, Schl, Educ","240
001","","72","3.868","87.5","6.9","4.2",".",".",".","1.4",".",".",".",".",".",".",".",".","."
"Videogames & Learning","277
001","","84","3.845","86.9","6.0","3.6","1.2","1.2",".","1.2",".",".",".",".",".",".",".",".","."
"Intro to Music Education","300
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fieldwork in Music Communities","303
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","305
001","","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Read&Write Across Content Area","309
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
001","","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","311
002","","24","3.833","70.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Language Acquisition and Use","Course Total","","48","3.906","83.3","14.6","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL/Bilingual Issues","312
001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Becoming Lit. in/out Schools","314
001","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dimensions of Literacy","317
001","","22","3.864","81.8","13.6",".","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Educ Young English Learners","325
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mthds Young Eng Learners","327
001","","18","3.618","50.0","16.7","27.8",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","337
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","9","3.625","44.4","22.2","22.2",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Cult Fndtns-Lrng & Dev","339
001","","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Educ Practicum One","340
001","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama in Education","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","364
001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tching Math in Inclusive Set","365
001","","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","367
001","","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","367
002","","13","",".",".",".",".",".",".",".",".",".","92.3",".",".",".",".",".","."
"Elem Teaching Practicum II","Course Total","","36","",".",".",".",".",".",".",".",".",".","97.2",".",".",".",".",".","."
"","370
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
370","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
370","","13","3.750","76.9",".",".","15.4",".",".",".",".",".",".",".",".","7.7",".",".","."
"Teaching Mathematics","Course Total","","60","3.932","91.7","3.3",".","3.3",".",".",".",".",".",".",".",".","1.7",".",".","."
"Teaching Social Studies","371
001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","24","3.854","75.0","20.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","24","3.854","70.8","29.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","Course Total","","48","3.854","72.9","25.0","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","373
001","","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373
002","","24","",".",".",".",".",".",".",".",".",".","87.5",".",".",".",".",".","."
"Elem Teaching Practicum III","Course Total","","48","",".",".",".",".",".",".",".",".",".","93.8",".",".",".",".",".","."
"Gen Ed Pract-Diverse Learners","374
001","","13","3.762","69.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
001","","18","3.833","94.4",".",".",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","002
375","","6","3.167","50.0",".","33.3",".",".","16.7",".",".",".",".",".",".",".",".",".","."
