"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"548","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"548","002","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"548","003","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics: Advanced Level","Course Total","24","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"554
Advanced Glassworking","001","13","3.423","61.5","7.7","15.4",".","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"556","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"556","002","8","3.375","75.0",".",".",".","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"Interactive Design","Course Total","10","3.395","70.0",".","10.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"565
Typeface Design","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"570
Advanced Topics in 4D Art","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"576
Advanced Photography","001","14","3.115","28.6","28.6","14.3","7.1",".","14.3",".","7.1",".",".",".",".",".",".",".","."
"608
Interdis Critiq-Visual Arts","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Advanced Drawing II","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"614
Advanced Sculpture II","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"622","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"622","002","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Undergrad Painting Workshp","Course Total","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"624
Advanced Ceramics II","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"629
3D Digital Studio III","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"636
Computer Augmented Printmaking","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"656
Design Portfolio & Prof Pract","001","9","3.500","33.3","44.4","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"699","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","089","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","19","3.911","73.7","5.3","5.3",".",".",".",".","5.3",".",".",".",".","10.5",".",".","."
"726
Grad Intaglio Printmaking I","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","001","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Art","Course Total","19","3.895","89.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"914
Advanced Research-Sculpture","018","3","***","","","","","","","","","",".",".",".",".",".",".","."
"924
Advanced Research-Ceramics","032","4","***","","","","","","","","","",".",".",".",".",".",".","."
"944","068","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944","299","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","5","***","","","","","","","","","","","","","","","",""
