"TERM : 1154","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2014-2015","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","","","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","341
Dept. Total","3.344","37.5","11.1","15.2","2.9","5.9","2.3","0.3","5.9","0.3","11.7","",".","5.9","0.3","0.3",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","","","","","","","","","","","","","","","","","","",""
"","Freshmen","3","***","","","","","","","","","",".","",".",".",".",".",".","."
