"","990
048","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
052","7","",".",".",".",".",".",".",".","42.9",".",".",".","57.1",".",".",".","."
"","990
054","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","45","",".",".",".",".",".",".",".","37.8",".",".",".","62.2",".",".",".","."
"F&W ECOL
396","Dept. Total","610","3.232","32.3","18.5","22.3","7.5","6.9","2.0","0.7","4.6",".",".",".","4.8","0.2","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","2.823","9.4","26.4","20.8","18.9","18.9","5.7",".",".",".",".",".",".",".",".",".","."
"Sophomore","","83","3.043","24.1","19.3","25.3","15.7","10.8","2.4","1.2",".",".",".",".",".",".","1.2",".","."
"Junior","","123","3.135","25.2","22.0","32.5","8.9","5.7","3.3","1.6",".",".",".",".",".","0.8",".",".","."
"Senior","","238","3.354","41.6","19.7","24.8","5.0","6.3","1.3","0.4",".",".",".",".","0.4",".","0.4",".","."
"Undergraduates","","497","3.188","31.2","20.9","26.4","9.3","8.2","2.4","0.8",".",".",".",".","0.2","0.2","0.4",".","."
"Special","","6","3.406","33.3","33.3",".",".","16.7",".",".","16.7",".",".",".",".",".",".",".","."
"Graduate","","107","3.761","37.4","6.5","4.7",".",".",".",".","25.2",".",".",".","26.2",".",".",".","."
"","Dept. Total","610","3.232","32.3","18.5","22.3","7.5","6.9","2.0","0.7","4.6",".",".",".","4.8","0.2","0.3",".","."
