"","990
243","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
244","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
245","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","24","",".",".",".",".","",".","",".","",".","70.8","",".",".","",".","16.7","",".",".","12.5","."
"MEDICINE
632","Dept. Total","463","3.781","55.5","9.1","5.0","0.4","",".","",".","",".","27.9","",".",".","",".","0.9","",".",".","1.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","8","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","40","3.979","95.0","5.0",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","50","3.983","94.0",".","2.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".","4.0","."
"Undergraduates","","100","3.984","95.0","2.0","1.0",".","",".","",".","",".",".","",".",".","",".",".","",".",".","2.0","."
"Special","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","30","4.000","26.7",".",".",".","",".","",".","",".","53.3","",".",".","",".","10.0","",".",".","10.0","."
"Prof Yr 1","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 2","","10","3.773","60.0","10.0","10.0",".","",".","",".","",".","20.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","31","3.422","35.5","12.9","38.7","3.2","",".","",".","",".","3.2","",".",".","",".","3.2","",".",".","3.2","."
"Prof Yr 4","","284","3.817","45.4","12.3","3.2","0.4","",".","",".","",".","38.7","",".",".","",".",".","",".",".",".","."
"Professionals","","332","3.711","46.1","12.0","6.6","0.6","",".","",".","",".","34.0","",".",".","",".","0.3","",".",".","0.3","."
"","Dept. Total","463","3.781","55.5","9.1","5.0","0.4","",".","",".","",".","27.9","",".",".","",".","0.9","",".",".","1.3","."
