"L&S","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","794","3.512","42.6","30.5","13.9","4.4","2.8","0.3","0.4","3.7","",".",".","",".","1.0","0.3","0.1","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","70","3.347","30.0","32.9","18.6","14.3","4.3",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","208","3.405","33.7","38.0","15.4","6.3","4.3","0.5","1.0","0.5","",".",".","",".",".",".","0.5",".","."
"Junior","173","3.524","40.5","34.1","18.5","3.5","1.2","0.6",".","1.7","",".",".","",".",".",".",".",".","."
"Senior","198","3.539","46.0","31.8","13.6","2.5","4.0",".","0.5","1.5","",".",".","",".",".",".",".",".","."
"Undergraduates","649","3.466","38.8","34.5","16.0","5.2","3.4","0.3","0.5","1.1","",".",".","",".",".",".","0.2",".","."
"Special","37","3.807","59.5","13.5","8.1",".",".",".",".","13.5","",".",".","",".",".",".",".","5.4","."
"Graduate","107","3.875","59.8","12.1","2.8",".",".",".",".","15.9","",".",".","",".","7.5","1.9",".",".","."
"Prof Yr 2","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","794","3.512","42.6","30.5","13.9","4.4","2.8","0.3","0.4","3.7","",".",".","",".","1.0","0.3","0.1","0.3","."
