"","999
045","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
051","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
055","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Work","Course Total","7","4.000","42.9",".",".",".",".",".",".","57.1","",".",".","",".","",".",".",".",".","."
"PHILOS
736","Dept. Total","1684","3.271","31.7","26.4","21.5","8.5","4.9","2.7","1.1","2.4","",".",".","",".","",".","0.6","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","150","3.116","24.7","25.3","26.0","9.3","10.0","3.3","1.3",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","515","3.192","26.6","28.7","23.1","10.1","5.4","3.5","1.4","0.2","",".",".","",".","",".","0.6",".","0.2","0.2"
"Junior","","439","3.261","30.5","29.2","21.9","9.1","4.6","2.7","1.4",".","",".",".","",".","",".","0.7",".",".","."
"Senior","","483","3.376","38.5","25.1","20.9","7.5","3.7","2.1","0.6","1.0","",".",".","",".","",".","0.2","0.4",".","."
"Undergraduates","","1587","3.257","31.1","27.4","22.4","8.9","5.1","2.8","1.1","0.4","",".",".","",".","",".","0.4","0.1","0.1","0.1"
"Special","","22","3.622","31.8","9.1",".","4.5","4.5",".",".","27.3","",".",".","",".","",".","9.1",".","13.6","."
"Graduate","","75","3.773","42.7","9.3","9.3",".",".",".",".","37.3","",".",".","",".","",".","1.3",".",".","."
"","Dept. Total","1684","3.271","31.7","26.4","21.5","8.5","4.9","2.7","1.1","2.4","",".",".","",".","",".","0.6","0.1","0.2","0.1"
