"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","48","",".",".",".",".",".",".",".","56.3","2.1",".","",".","39.6","",".","2.1",".","."
"Advanced Independent Study","999
036","1","***","","","","","","","","","",".","",".",".","",".",".",".","."
"ATM OCN
640","Dept. Total","505","3.165","33.3","17.6","16.2","7.3","9.5","3.0","1.4","5.9","0.2","1.4","",".","4.0","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","2.698","14.6","14.6","27.1","20.8","8.3","10.4","4.2",".",".",".","",".",".","",".",".",".","."
"Sophomore","","100","2.819","22.0","11.0","26.0","15.0","15.0","6.0","4.0","1.0",".",".","",".",".","",".",".",".","."
"Junior","","62","3.015","27.4","19.4","21.0","6.5","19.4","6.5",".",".",".",".","",".",".","",".",".",".","."
"Senior","","171","3.404","43.3","25.7","12.3","4.7","9.4",".","0.6",".",".","4.1","",".",".","",".",".",".","."
"Undergraduates","","381","3.076","31.5","19.4","19.2","9.7","12.3","3.9","1.8","0.3",".","1.8","",".",".","",".",".",".","."
"Special","","4","***","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","120","3.705","39.2","11.7","7.5",".","0.8",".",".","22.5","0.8",".","",".","16.7","",".","0.8",".","."
"","Dept. Total","505","3.165","33.3","17.6","16.2","7.3","9.5","3.0","1.4","5.9","0.2","1.4","",".","4.0","",".","0.2",".","."
