"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","177
001","167","3.407","35.9","24.0","29.3","7.2","3.6",".",".",".",".",".",".",".",".",".",".","."
"","177
002","52","3.647","46.2","38.5","11.5",".","1.9",".",".","1.9",".",".",".",".",".",".",".","."
"Literature and Popular Culture","Course Total","219","3.463","38.4","27.4","25.1","5.5","3.2",".",".","0.5",".",".",".",".",".",".",".","."
"Writing Studio","200
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","10","3.800","90.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","002
201","18","3.647","44.4","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","5.6","."
"","201
003","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","15","3.567","53.3","20.0","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","201
005","11","3.727","63.6","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","17","3.882","76.5","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","18","3.417","55.6","27.8","5.6",".",".","5.6","5.6",".",".",".",".",".",".",".",".","."
"","201
008","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
201","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","135","3.765","72.6","17.8","5.2","0.7","1.5","0.7","0.7",".",".",".",".",".",".",".","0.7","."
"","207
001","14","3.250","28.6","28.6","14.3","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","002
207","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
207","16","3.656","50.0","37.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","207
004","13","3.500","15.4","69.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
207","16","3.375","68.8","12.5","6.3",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"","006
207","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","86","3.576","53.5","29.1","9.3","4.7","1.2",".","2.3",".",".",".",".",".",".",".",".","."
"The English Language","214
001","81","3.469","32.1","44.4","17.3","2.5","2.5",".","1.2",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","37","3.300","27.0","35.1","16.2","10.8","2.7",".","2.7",".",".",".",".",".",".",".","5.4","."
"Bascom Course","236
001","13","3.654","38.5","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Culture I","001
241","98","3.247","35.7","23.5","17.3","13.3","4.1","3.1","2.0",".",".",".",".",".",".",".","1.0","."
"Literature and Culture II","242
001","72","3.285","33.3","30.6","19.4","6.9","5.6","1.4","2.8",".",".",".",".",".",".",".",".","."
"American Literary Cultures","243
001","52","3.640","44.2","40.4","5.8","5.8",".",".",".",".",".",".",".",".","3.8",".",".","."
"","245
001","19","3.605","57.9","26.3","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","245
002","20","3.605","30.0","55.0","10.0",".",".",".",".",".",".",".",".",".",".","5.0",".","."
"","003
245","19","3.528","47.4","26.3","15.8",".",".","5.3",".",".",".",".",".",".","5.3",".",".","."
"","004
245","13","3.308","7.7","53.8","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","245
005","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","79","3.545","38.0","41.8","13.9","1.3",".","2.5",".",".",".",".",".",".","1.3","1.3",".","."
"Women in Ethnic Amer Lit","248
001","18","3.444","27.8","38.9","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","250
001","9","3.444","33.3","44.4","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing with New Media","271
001","25","2.880","8.0","32.0","32.0","16.0","4.0",".","8.0",".",".",".",".",".",".",".",".","."
"Composition & Rhetoric","304
001","29","3.821","69.0","20.7","6.9",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"","307
001","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
307","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","16","3.813","75.0","18.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","59","3.873","79.7","16.9","1.7","1.7",".",".",".",".",".",".",".",".",".",".",".","."
