"","991
017","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
063","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","991
064","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","20","",".",".",".",".",".",".",".","85.0","",".",".",".","15.0",".",".",".","."
"NUTR SCI
694","Dept. Total","1358","3.129","31.0","14.9","24.2","10.8","10.8","2.3","0.2","2.8","",".","2.4","0.1","0.2","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","159","2.611","4.4","8.2","39.6","17.6","21.4","7.5","0.6",".","",".","0.6",".",".",".",".",".","."
"Sophomore","","304","3.046","19.7","18.8","31.3","12.5","11.8","3.3",".",".","",".","2.3",".",".",".","0.3",".","."
"Junior","","254","3.091","29.5","11.4","24.0","13.8","13.0","1.2","0.8",".","",".","5.9","0.4",".",".",".",".","."
"Senior","","542","3.334","43.5","17.7","18.6","8.3","8.1","1.1",".","0.6","",".","1.8",".",".","0.2",".",".","."
"Undergraduates","","1259","3.115","30.0","15.5","25.4","11.6","11.7","2.5","0.2","0.2","",".","2.6","0.1",".","0.1","0.1",".","."
"Special","","14","3.333","21.4","21.4","35.7","7.1",".",".",".","14.3","",".",".",".",".",".",".",".","."
"Graduate","","83","3.735","45.8","6.0","4.8",".",".",".",".","39.8","",".",".",".","3.6",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","1358","3.129","31.0","14.9","24.2","10.8","10.8","2.3","0.2","2.8","",".","2.4","0.1","0.2","0.1","0.1",".","."
