"","922
003","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","922
006","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Radiation Oncology-CSC","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Rsch in Human Cancer Bio","990
004","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"H ONCOL
480","Dept. Total","","19","3.884","73.7","5.3","10.5","",".","",".","",".","",".","5.3","",".",".","",".","",".","",".",".","5.3","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","6","3.941","83.3","16.7",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","9","4.000","88.9",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","11.1","."
"Undergraduates","","","16","3.974","87.5","6.3",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","6.3","."
"Graduate","","","1","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","19","3.884","73.7","5.3","10.5","",".","",".","",".","",".","5.3","",".",".","",".","",".","",".",".","5.3","."
