"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Intermediate Algebra","101
001","25","2.480","24.0","4.0","24.0","4.0","12.0","32.0",".",".",".",".",".",".",".",".",".","."
"","112
001","21","2.881","33.3","4.8","23.8",".","28.6","9.5",".",".",".",".",".",".",".",".",".","."
"","002
112","31","2.597","19.4","3.2","25.8","12.9","25.8","9.7","3.2",".",".",".",".",".",".",".",".","."
"","112
004","30","2.700","23.3","10.0","30.0","3.3","20.0","3.3","10.0",".",".",".",".",".",".",".",".","."
"","005
112","21","2.905","19.0","14.3","33.3","4.8","23.8","4.8",".",".",".",".",".",".",".",".",".","."
"","112
007","29","2.793","10.3","13.8","41.4","13.8","13.8","3.4","3.4",".",".",".",".",".",".",".",".","."
"","112
008","19","2.842","21.1","5.3","42.1","5.3","15.8","10.5",".",".",".",".",".",".",".",".",".","."
"","112
010","19","2.684","21.1","5.3","26.3","15.8","21.1","5.3","5.3",".",".",".",".",".",".",".",".","."
"","112
011","19","2.842","21.1","5.3","42.1","5.3","21.1",".","5.3",".",".",".",".",".",".",".",".","."
"Algebra","Course Total","189","2.767","20.6","7.9","32.8","7.9","21.2","5.8","3.7",".",".",".",".",".",".",".",".","."
"","113
001","48","2.830","12.5","25.0","16.7","20.8","16.7","4.2","2.1",".",".",".",".",".",".","2.1",".","."
"","113
002","47","2.947","23.4","14.9","17.0","25.5","17.0",".","2.1",".",".",".",".",".",".",".",".","."
"","003
113","43","2.558","11.6","14.0","16.3","18.6","27.9","9.3","2.3",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","138","2.785","15.9","18.1","16.7","21.7","20.3","4.3","2.2",".",".",".",".",".",".","0.7",".","."
"Algebra and Trigonometry","114
001","88","2.649","14.8","12.5","25.0","13.6","21.6","6.8","4.5",".",".",".",".",".",".",".",".","1.1"
"","130
001","20","3.100","35.0","15.0","10.0","15.0","25.0",".",".",".",".",".",".",".",".",".",".","."
"","130
002","20","2.950","10.0","15.0","35.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","130
003","21","2.976","28.6","9.5","28.6","14.3","14.3",".","4.8",".",".",".",".",".",".",".",".","."
"Math for","Course Total","61","3.008","24.6","13.1","24.6","21.3","14.8",".","1.6",".",".",".",".",".",".",".",".","."
"","001
131","13","2.731","7.7","46.2","7.7","7.7","15.4","7.7","7.7",".",".",".",".",".",".",".",".","."
"","131
002","19","3.079","21.1","10.5","42.1","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"Math for Tchng: Geom&Measrmnt","Course Total","32","2.938","15.6","25.0","28.1","12.5","12.5","3.1","3.1",".",".",".",".",".",".",".",".","."
"","132
001","19","3.632","52.6","21.1","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","132
002","20","3.375","30.0","25.0","40.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Prob Solvng: Alg, Prob & Stats","Course Total","39","3.500","41.0","23.1","33.3",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"Algebraic Reasong-Teachng Math","135
001","9","2.944","22.2","22.2","11.1","11.1","33.3",".",".",".",".",".",".",".",".",".",".","."
"Mathematics for Teaching","138
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","141
001","55","2.943","16.4","20.0","20.0","23.6","14.5",".","1.8",".",".",".",".",".",".","1.8",".","1.8"
"","211
001","201","2.808","20.9","21.4","21.4","11.9","10.0","8.5","6.0",".",".",".",".",".",".",".",".","."
"","002
211","257","2.798","18.3","21.8","18.3","15.6","15.2","6.2","4.7",".",".",".",".",".",".",".",".","."
"Calculus","Course Total","458","2.802","19.4","21.6","19.7","14.0","12.9","7.2","5.2",".",".",".",".",".",".",".",".","."
