"Dance Repertory Theater","452
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","699
006","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
014","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Project","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","907","3.752","72.0","11.9","5.8","2.4","1.3","0.7","0.4","4.4","0.2",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","3.754","77.4","10.7","2.4","3.6","3.6","1.2",".","1.2",".",".","",".","",".",".",".",".","."
"Sophomore","","177","3.766","77.4","11.3","4.0","3.4","0.6","1.1","0.6",".",".",".","",".","",".","1.7",".",".","."
"Junior","","177","3.825","77.4","15.3","2.8","1.1","1.7",".",".","0.6","0.6",".","",".","",".","0.6",".",".","."
"Senior","","405","3.725","68.4","11.4","8.4","2.2","1.2","0.2","0.2","7.2",".",".","",".","",".","0.7",".",".","."
"Undergraduates","","843","3.760","73.1","12.1","5.7","2.4","1.4","0.5","0.2","3.7","0.1",".","",".","",".","0.8",".",".","."
"Special","","24","3.827","66.7","4.2","4.2",".",".","4.2",".","12.5","4.2",".","",".","",".","4.2",".",".","."
"Graduate","","39","3.475","51.3","10.3","10.3","5.1",".","2.6","5.1","15.4",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","908","3.752","71.9","11.9","5.8","2.4","1.3","0.7","0.4","4.4","0.2",".","",".","",".","0.9",".",".","."
