"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
001","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","17","3.618","47.1","29.4","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","17","3.618","58.8","29.4","5.9",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","100
010","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
100","12","3.833","91.7",".",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","100
012","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","18","3.941","83.3","11.1",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","100
015","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
100","15","3.567","40.0","33.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","017
100","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","18","3.611","50.0","22.2","27.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","020
100","16","3.813","68.8","25.0","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","021
100","15","3.733","60.0","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","14","3.607","28.6","64.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","023
100","15","3.633","40.0","53.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","026
100","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","027
100","14","3.750","57.1","35.7","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","028
100","12","3.542","50.0","25.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","100
029","11","3.455","54.5","18.2","9.1",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"","100
030","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
032","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
033","8","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","036
100","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
037","19","3.737","57.9","36.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
038","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
039","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","18","3.500","44.4","44.4","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
041","19","3.658","52.6","26.3","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","18","3.667","77.8","11.1","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
044","16","3.594","37.5","56.3",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","045
100","15","3.667","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
050","16","3.464","43.8","31.3","6.3",".",".",".","6.3",".",".",".",".",".","12.5",".",".","."
"Intro to College Composition","Course Total","553","3.766","68.0","22.8","6.5","0.5","0.9","0.2","0.5",".",".",".",".",".","0.5",".",".","."
"Intro-Theatre & Dramatic Lit","120
001","76","3.768","75.0","15.8","6.6","1.3",".",".","1.3",".",".",".",".",".",".",".",".","."
"Comm B Topics in English Lit","140
001","129","3.267","19.4","38.8","29.5","7.0","3.9",".","1.6",".",".",".",".",".",".",".",".","."
"Mystery and Crime Fiction","142
001","264","3.600","50.0","29.2","10.2","4.5","1.9","1.1",".",".",".",".",".",".","0.4",".","2.7","."
"American Dreamers","145
001","137","3.231","20.4","29.9","35.8","6.6","2.2","1.5","1.5","1.5",".",".",".",".","0.7",".",".","."
"Shakespeare","162
001","99","3.542","39.4","32.3","19.2","3.0","2.0",".",".","4.0",".",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","168
001","24","3.370","33.3","29.2","20.8","8.3",".","4.2",".",".",".",".",".",".","4.2",".",".","."
"Lit & the Other Disciplines","175
001","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","Page 217 of 430",""
