"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"505
Topics-Composition & Rhetoric","001","10","2.900","10.0","40.0","10.0","20.0","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"514
English Syntax","001","17","3.382","35.3","41.2","11.8",".","5.9","5.9",".",".",".",".",".",".",".",".",".","."
"515
Techniques&Materials for TESOL","001","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"521
Advanced Old English Lit","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"533
Topic in Lit and Environment","001","14","3.808","57.1","35.7",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"545
Fem Thry&Women Writng-English","001","17","3.176","29.4","11.8","41.2",".","17.6",".",".",".",".",".",".",".",".",".",".","."
"561
Modern Critical Theories","001","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"571
Remix, Mashup, Digital Design","001","24","3.438","12.5","70.8","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"616","001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"616","002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching of Reading","Course Total","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"617","001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"617","002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching of Writing","Course Total","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"618","001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"618","002","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Teaching Pronunciation","Course Total","32","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"622
Topic-English: Study Abroad","00A","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","069","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","5","***","","","","","","","","","","","","","","","",""
"691
Senior Thesis","092","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"695","001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","42","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","032","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","103","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","104","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","106","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","122","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","126","1","***","","","","","","","","","",".",".",".",".",".",".","."
