"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","771
004","14","1.071",".",".","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Select Topics-Estate Planning","Course Total","101","1.114","11.9",".","11.9",".","3.0",".",".","16.8",".",".",".",".",".",".",".","."
"Use of Trusts-Estate Planning","772
001","8","1.375","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evidence","801
001","44","1.147","11.4",".","11.4",".","4.5",".",".","22.7",".",".",".",".",".",".",".","."
"","802
001","41","0.886","9.8",".","7.3",".","7.3",".",".","14.6",".",".",".",".",".",".",".","."
"","802
002","38","1.063","10.5",".","15.8",".",".",".",".","15.8",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","79","0.970","10.1",".","11.4",".","3.8",".",".","15.2",".",".",".",".",".",".",".","."
"Advanced Legal Writing","808
001","9","1.111","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","815
001","31","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
009","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","69","",".",".",".",".",".",".",".","98.6",".",".",".",".",".",".",".","1.4"
"","817
001","44","1.091","13.6",".","13.6",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","002
817","55","1.433","10.9",".","27.3",".","5.5",".",".","1.8",".",".",".",".",".",".","1.8","."
"Business Organizations I","Course Total","99","1.280","12.1",".","21.2",".","5.1","2.0",".","1.0",".",".",".",".",".",".","1.0","."
"Conflict of Laws","820
001","10","1.200","30.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Bankruptcy Law","821
001","24","2.087","16.7",".","41.7",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"Family Law: Marriage & Divorce","822
001","19","1.583","5.3","5.3","36.8",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","38","1.241","13.2",".","10.5",".","5.3",".",".","23.7",".",".",".",".",".",".",".","."
"International Law","827
001","38","1.541","13.2",".","28.9",".","5.3",".",".","2.6",".",".",".",".",".",".",".","."
"International Transactions","828
001","27","1.815","18.5",".","33.3",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Real Estate Transactions II","838
001","15","1.867","33.3",".","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Taxation II","840
001","27","1.364","11.1",".","22.2",".",".",".",".","18.5",".",".",".",".",".",".",".","."
"Water Rights Law","845
001","11","1.636","27.3",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","34","1.727","14.7",".","26.5",".","14.7",".",".","2.9",".",".",".",".",".",".",".","."
"","002
850","53","1.520","9.4",".","32.1",".","3.8","1.9","1.9","5.7",".",".",".",".",".",".",".","."
"","850
003","35","1.088","8.6",".","20.0",".","5.7",".",".",".",".",".",".",".",".",".","2.9","."
"Professnl Responsibilities","Course Total","122","1.453","10.7",".","27.0",".","7.4","0.8","0.8","3.3",".",".",".",".",".",".","0.8","."
"","852
001","8","",".",".",".",".",".",".",".","87.5",".",".",".",".",".",".",".","12.5"
"","852
002","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","003
852","19","",".",".",".",".",".",".",".","94.7",".",".",".",".",".",".",".","5.3"
"","852
004","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
005","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","65","",".",".",".",".",".",".",".","96.9",".",".",".",".",".",".",".","3.1"
"","854
001","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
