"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"CLASSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","",""
"Ancient Monsters","150
001","88","3.402","17.0","54.5","21.6","4.5",".","1.1",".",".",".",".",".",".",".","1.1",".","."
"Med Term-Greek&Latin Origin","205
001","123","3.410","34.1","29.3","26.8","3.3","4.9","0.8",".",".",".",".",".",".",".",".","0.8","."
"Art & Archaeology-Ancient Rome","304
001","33","3.250","33.3","18.2","24.2","18.2",".",".","3.0","3.0",".",".",".",".",".",".",".","."
"The Romans","322
001","79","3.608","59.5","32.9","2.5",".",".",".","5.1",".",".",".",".",".",".",".",".","."
"Classical Mythology","370
001","273","3.032","31.9","18.7","20.9","6.6","8.8","7.0","4.0","2.2",".",".",".",".",".",".",".","."
"Topics in Classical Culture","373
001","37","3.357","32.4","29.7","27.0",".",".","2.7","2.7","5.4",".",".",".",".",".",".",".","."
"Religion-Ancient Mediterranean","517
001","18","3.559","50.0","27.8","5.6",".","11.1",".",".",".",".",".",".",".",".",".","5.6","."
"Undergrad Smr:Classicl Wrld","591
001","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","692
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","4","***","","","","","","","","","","","","","","","",""
"Art & Archaeology-Ancient Rome","704
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"CLASSICS
244","Dept. Total","672","3.286","35.9","27.5","19.5","4.8","4.8","3.3","2.5","1.3",".",".",".",".",".","0.1","0.3","."
