"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"752
Adv Computer Architecture I","001","","6","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Machine Learning","001","","65","3.746","64.6","24.6","3.1",".","4.6",".",".","3.1",".",".",".",".",".",".",".","."
"761
Advanced Machine Learning","001","","37","3.716","51.4","40.5","8.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","","49","3.592","44.9","34.7","14.3","6.1",".",".",".",".",".",".",".",".",".",".",".","."
"766
Computer Vision","001","","27","3.685","59.3","18.5","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"776
Advanced Bioinformatics","001","","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"799","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","006","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","033","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","038","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","","Page 204 of 430",""
