"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","24","3.917","95.8",".",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","003
100","24","3.913","83.3","8.3","4.2",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","73","3.944","93.2","2.7","1.4",".","1.4",".",".","1.4",".",".",".",".",".",".",".","."
"","102
001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","31","3.968","93.5","6.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
001","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
003","15","3.533","40.0","40.0","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","104
004","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","47","3.713","53.2","40.4","4.3",".","2.1",".",".",".",".",".",".",".",".",".",".","."
"","107
001","21","3.667","52.4","33.3","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","107
002","19","3.842","84.2","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","107
003","20","3.875","90.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","107
004","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","107
005","20","3.700","70.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","107
006","20","3.450","65.0","5.0","15.0","5.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"","107
007","14","3.464","57.1","14.3","7.1","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","Course Total","131","3.714","73.3","11.5","6.9","4.6","2.3","1.5",".",".",".",".",".",".",".",".",".","."
"","112
001","14","3.393","28.6","42.9","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","112
002","14","3.231","21.4","28.6","21.4","14.3","7.1",".",".","7.1",".",".",".",".",".",".",".","."
"","003
112","17","3.833","64.7","17.6","5.9",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"","112
004","19","3.333","42.1","21.1","10.5","10.5","5.3","5.3",".","5.3",".",".",".",".",".",".",".","."
"","112
005","20","3.600","30.0","60.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","20","3.350","15.0","65.0","5.0","5.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","112
007","17","3.765","94.1",".",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"","112
008","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","139","3.563","48.2","31.7","7.9","4.3","3.6","0.7","0.7","2.9",".",".",".",".",".",".",".","."
"Current Directions in Art","208
001","105","3.848","83.8","11.4","1.0",".","2.9","1.0",".",".",".",".",".",".",".",".",".","."
"","212
001","14","3.643","78.6","14.3",".",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","002
212","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
212","15","3.733","66.7","26.7",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Drawing II","Course Total","52","3.779","76.9","17.3","1.9",".","1.9",".","1.9",".",".",".",".",".",".",".",".","."
"Sculpture I","214
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
001","16","3.125","31.3","31.3","12.5","6.3","12.5",".","6.3",".",".",".",".",".",".",".",".","."
"","222
002","14","3.464","28.6","57.1",".","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","30","3.283","30.0","43.3","6.7","6.7","10.0",".","3.3",".",".",".",".",".",".",".",".","."
"","224
001","8","3.750","87.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","224
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","224
003","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","24","3.813","83.3","4.2","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Off-Loom","226
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
