"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100
Biochemistry Freshman Seminar","001","","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104
Mol Mech, Human Health, You","001","","24","3.917","87.5","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"289
Honors Independent Study","059","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","079","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","38","3.981","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","586","3.058","30.0","13.0","24.1","9.6","20.3","2.0","0.5","0.2",".",".",".",".","0.2",".",".","0.2"
"508
General Biochemistry II","001","","223","2.962","21.1","18.8","27.4","8.5","18.8","2.2","2.2",".",".",".",".",".","0.4",".","0.4","."
"510
Biochm Prin-Human&Anml Nutr","001","","31","3.000","29.0","19.4","19.4",".","29.0",".","3.2",".",".",".",".",".",".",".",".","."
"550
Topics in Medical Biochem","001","","48","3.245","29.2","10.4","43.8","8.3","6.3",".",".","2.1",".",".",".",".",".",".",".","."
"575
Biology of Viruses","001","","22","2.738","13.6","9.1","31.8","4.5","31.8","4.5",".",".",".",".",".",".",".",".","4.5","."
"619
Adv Nutr: Metab-Macronutrients","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"620
Eukaryotic Molecular Biology","001","","42","3.190","21.4","16.7","47.6","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"621
Plant Biochemistry","001","","10","3.500","40.0","20.0","20.0","10.0",".",".",".","10.0",".",".",".",".",".",".",".","."
"625
Coenzymes&Cofactors-Enzymology","001","","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","96","3.484","42.7","29.2","14.6","9.4","4.2",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","059","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","","","Page 13 of 430"
