"","990
042","4","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
046","3","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
058","4","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".","",".","",".","63.6","",".",".","",".","36.4",".",".",".","."
"LCA
521","Dept. Total","151","3.606","43.7","27.2","11.3","4.6","2.0","",".","",".","6.6","",".",".","",".","2.6","2.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.500","40.0","30.0","20.0","10.0",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","29","3.483","41.4","31.0","10.3","6.9","6.9","",".","",".",".","",".",".","",".",".","3.4",".",".","."
"Junior","","34","3.407","26.5","38.2","17.6","11.8","2.9","",".","",".",".","",".",".","",".",".","2.9",".",".","."
"Senior","","48","3.775","62.5","27.1","10.4",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","121","3.580","45.5","31.4","13.2","5.8","2.5","",".","",".",".","",".",".","",".",".","1.7",".",".","."
"Special","","3","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","27","3.830","40.7","11.1","3.7",".",".","",".","",".","25.9","",".",".","",".","14.8","3.7",".",".","."
"","Dept. Total","151","3.606","43.7","27.2","11.3","4.6","2.0","",".","",".","6.6","",".",".","",".","2.6","2.0",".",".","."
