"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","",""
"Human Language","101
001","141","3.345","39.0","28.4","12.8","9.9","4.3","2.8","1.4","0.7",".",".",".",".","0.7",".",".","."
"Global Language Issues","211
001","24","3.421","41.7","8.3","12.5","8.3","8.3",".",".","20.8",".",".",".",".",".",".",".","."
"Intro Ling-Descript&Theoret","301
001","25","3.280","24.0","32.0","20.0","24.0",".",".",".",".",".",".",".",".",".",".",".","."
"Phonology","310
001","23","3.217","21.7","30.4","34.8","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"Morphology","322
001","24","3.438","37.5","37.5","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Syntax","330
001","19","3.447","42.1","21.1","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"Semantics","340
001","23","3.565","43.5","26.1","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Methods I","426
001","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Junior Honors Tutorial","482
013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Syntactic Theories","530
001","20","3.643","45.0","20.0",".",".",".","5.0",".",".",".",".",".",".","30.0",".",".","."
"Independent Reading","699
013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar","977
001","8","4.000","50.0",".",".",".",".",".",".",".",".",".",".",".","50.0",".",".","."
"","990
013","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
038","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","Course Total","9","",".",".",".",".",".",".",".","44.4",".",".",".","55.6",".",".",".","."
"Independent Reading","999
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"LINGUIS
550","Dept. Total","331","3.413","39.0","24.2","14.5","7.9","3.6","1.8","0.6","3.3",".",".",".","1.5","3.6",".",".","."
