"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Intro to American Law","601
001","10","1.850","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","6","1.667","33.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Sociology of Law","641
001","6","0.333",".",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","715
001","79","1.519","19.0",".","22.8",".","2.5","2.5",".",".",".",".",".",".",".",".",".","."
"","715
002","87","1.379","12.6",".","26.4",".","3.4","1.1",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","166","1.446","15.7",".","24.7",".","3.0","1.8",".",".",".",".",".",".",".",".",".","."
"Contracts II","721
001","20","1.053","10.0",".","20.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"","723
001","22","1.682","4.5",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","18","1.000","5.6",".","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","723
003","23","1.696","13.0",".","39.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
004","21","0.571",".",".","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
005","18","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","21","0.762","4.8",".","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","19","1.316","5.3",".","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","19","1.158","5.3",".","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","161","1.217","5.0",".","33.5",".","0.6",".",".",".",".",".",".",".",".",".",".","."
"","724
001","81","0.950","8.6",".","17.3",".","3.7",".",".",".",".",".",".",".",".",".","1.2","."
"","724
002","90","1.111","7.8",".","24.4",".","3.3",".","1.1",".",".",".",".",".",".",".",".","."
"Property","Course Total","171","1.035","8.2",".","21.1",".","3.5",".","0.6",".",".",".",".",".",".",".","0.6","."
"","725
001","58","1.825","6.9",".","48.3",".","3.4",".",".","1.7",".",".",".",".",".",".",".","."
"","002
725","61","1.133","6.6",".","26.2",".","3.3",".",".","1.6",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","119","1.470","6.7",".","37.0",".","3.4",".",".","1.7",".",".",".",".",".",".",".","."
"","731
001","36","1.194","8.3",".","25.0",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","731
002","62","0.932","1.6",".","27.4",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"Constitutional Law I","Course Total","98","1.032","4.1",".","26.5",".","2.0",".",".","3.1",".",".",".",".",".",".",".","."
"Payments Systems","735
001","21","2.000","33.3",".","19.0",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","27","1.261","18.5",".","7.4",".","3.7","3.7",".","14.8",".",".",".",".",".",".",".","."
"","740
001","42","0.969","11.9",".","9.5",".","9.5","2.4",".","2.4",".",".",".",".",".",".",".","."
"","002
740","15","1.077","13.3",".","13.3",".",".",".",".","13.3",".",".",".",".",".",".",".","."
"Constitutional Law II","Course Total","57","0.994","12.3",".","10.5",".","7.0","1.8",".","5.3",".",".",".",".",".",".",".","."
"Bus Orgnztions II:Publ Corp","741
001","26","0.739","15.4",".",".",".",".","3.8",".","11.5",".",".",".",".",".",".",".","."
"Taxation I","742
001","28","1.280","7.1",".","28.6",".",".",".",".","10.7",".",".",".",".",".",".",".","."
"","743
001","11","2.636","45.5",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","743
002","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Negotiations","Course Total","25","2.636","20.0",".","12.0",".",".",".",".","56.0",".",".",".",".",".",".",".","."
"Administrative Law","744
001","30","1.333","6.7",".","33.3",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"Labor Relations Law","745
001","10","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Patent Law","751
001","10","1.188","10.0",".","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Equal Employment Law","765
001","30","1.571","10.0",".","33.3",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Consumer Health Advocacy","768
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","771
001","66","1.143","12.1",".","9.1",".","4.5",".",".","25.8",".",".",".",".",".",".",".","."
"","771
002","11","1.364","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","771
003","10","0.400","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","Page 342 of 430",""
