"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","14124","3.453","45.2","20.8","15.4","6.1","3.8","0.9","0.3","5.0","0.1","0.6","0.0","1.3","0.4","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","300","3.726","73.0","14.3","6.0","3.0","3.0","0.7",".",".",".",".",".",".",".",".",".","."
"Sophomore","","1154","3.370","51.4","17.9","15.9","8.1","4.2","1.6","0.7",".",".",".",".",".",".","0.1",".","0.1"
"Junior","","2814","3.342","44.0","22.7","18.8","7.4","4.4","1.4","0.6",".",".","0.4",".",".","0.1","0.3","0.0","."
"Senior","","6746","3.431","45.6","23.2","17.2","7.3","4.6","0.8","0.2","0.0","0.0","0.6","0.0",".","0.4","0.0","0.0","."
"Undergraduates","","11014","3.411","46.5","22.3","17.1","7.3","4.4","1.0","0.4","0.0","0.0","0.5","0.0",".","0.2","0.1","0.0","0.0"
"Special","","281","3.259","40.2","18.1","18.5","5.7","11.7","1.1","1.4","1.8",".","0.4",".",".","0.7",".","0.4","."
"Graduate","","3180","3.701","43.8","13.3","7.4","1.6","0.4","0.1","0.1","23.6","0.3","2.2",".","5.9","0.8",".","0.4","0.0"
"Prof Yr 2","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".","100.0",".",".",".","."
"Professionals","","6","3.571","33.3",".","16.7",".",".",".",".","33.3",".",".",".","16.7",".",".",".","."
"","College Total","14481","3.453","45.8","20.2","15.0","6.0","3.7","0.8","0.3","5.2","0.1","0.8","0.0","1.3","0.4","0.1","0.1","0.0"
