"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"Specl Topic-Structural Engr","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"669","011","","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","030","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","031","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"669","032","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".","12.5",".","."
"Topics:Constructn Engr&Mgmt","Course Total","","39","3.803","79.5","10.3","7.7",".",".",".",".",".",".",".",".",".",".","2.6",".","."
"679
Topic-Transprtatn&City Plan","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","061","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","31","3.982","83.9",".","3.2",".",".",".",".","3.2",".",".",".",".","9.7",".",".","."
"702
Grad Cooperative Educ Program","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"721
Bio Principles of Env Eng","003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"749
Spec Topics-Structural Engr","001","","8","3.063","12.5","25.0","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".","."
"790","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","15","",".",".",".",".",".",".",".","60.0",".",".",".","33.3","6.7",".",".","."
"822","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"822","003","","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Envr Engr:Phy/Chem Treatmnt","Course Total","","19","3.820","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
