"ALS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing:Med&Society","152
001","14","3.808","71.4","14.3",".","7.1","",".","",".","",".",".","",".","",".",".","",".","","7.1",".",".","."
"","155
001","41","3.925","90.2","2.4","2.4","2.4","",".","",".","",".",".","",".","",".",".","",".","","2.4",".",".","."
"","155
002","28","3.929","89.3","7.1","3.6",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Issues in Ag, Envir & Life Sci","Course Total","69","3.926","89.9","4.3","2.9","1.4","",".","",".","",".","",".","",".",".","",".","",".","1.4",".",".","."
"WISE Seminar","175
001","132","3.962","94.7","3.0","2.3",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Senior Honors Thesis","681
001","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"INTER-AG
494","Dept. Total","216","3.942","91.7","4.2","2.3","0.9","",".","",".","",".","",".","",".",".","",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","130","3.938","91.5","3.8","3.1","0.8","",".","",".","",".","",".","",".",".","",".","",".","0.8",".",".","."
"Sophomore","","75","3.946","92.0","4.0","1.3","1.3","",".","",".","",".","",".","",".",".","",".","",".","1.3",".",".","."
"Junior","","9","3.944","88.9","11.1",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","2","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","216","3.942","91.7","4.2","2.3","0.9","",".","",".","",".","",".","",".",".","",".","",".","0.9",".",".","."
"","Dept. Total","216","3.942","91.7","4.2","2.3","0.9","",".","",".","",".","",".","",".",".","",".","",".","0.9",".",".","."
