"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Mech Engr Projects II","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"510
Facilities Planning","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"512
Inspectn,Qual Cntrl&Relblty","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"520
2-Phase Flow & Heat Transfr","001","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"532","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"532","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"532","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Mtrx Mthds in Machine Learning","Course Total","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"535
Comp-Aided Geometric Design","001","","27","3.648","51.9","25.9","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"540
Exp Vib & Dynamic Sys Anal","001","","6","3.500","83.3",".",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"549
Product Design","001","","33","3.894","78.8","21.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"561
Intermediate Thermodynamics","001","","31","3.548","38.7","32.3","29.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"565
Power Plant Technology","001","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"567
Solar Energy Technology","001","","14","3.429","50.0","21.4","7.1","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"569
Applied Combustion","001","","10","3.150","20.0","10.0","50.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"573
Computational Fluid Dynamics","001","","22","3.432","50.0","9.1","27.3","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"601","051","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","058","","12","3.250","41.7","33.3",".",".","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"601","059","","12","3.636","50.0","16.7","25.0",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"601","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"601","067","","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","068","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","58","3.623","56.9","27.6","8.6",".","3.4","1.7",".",".",".",".",".",".","1.7",".",".","."
"641
Design & Anal-Manufact Sys","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"702
Grad Cooperative Educ Program","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"718
Modlng&Simlatn-Polymer Proc","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Dynamics-Controlled Systems","003","","13","3.654","53.8","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"747
Adv Comp Ctrl-Machines&Proc","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"751
Matrix Meth-Dsgn&Anal-Mech","001","","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"764
Heat Transfer I-Conduction","002","","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"790","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
