"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","100412","3.340","43.7","18.5","16.7","6.6","6.2","1.9","1.0","2.6","0.0","1.3","0.0","0.5","0.6","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","18248","3.216","36.6","19.4","20.6","8.7","8.5","2.6","0.8","0.0",".","2.2","0.0",".","0.4","0.0","0.0","0.1"
"Sophomore","","22406","3.306","42.6","19.4","19.1","7.1","6.9","2.1","1.1","0.0",".","1.3","0.0",".","0.4","0.0","0.0","0.1"
"Junior","","21892","3.295","42.3","19.6","18.6","7.7","7.0","2.2","1.3","0.1",".","0.5","0.0","0.0","0.5","0.1","0.0","0.1"
"Senior","","23885","3.362","46.5","19.3","15.8","6.8","6.0","1.9","1.2","0.3","0.0","1.0","0.0","0.6","0.6","0.0","0.1","0.0"
"Undergraduates","","86431","3.297","42.3","19.4","18.4","7.5","7.0","2.2","1.1","0.1","0.0","1.2","0.0","0.2","0.5","0.0","0.1","0.1"
"Special","","2818","3.533","35.0","11.2","7.2","2.7","2.1","0.6","0.6","30.5",".","1.3",".",".","0.9","1.6","6.1","0.0"
"Graduate","","11232","3.787","57.4","13.1","5.9","0.8","0.3","0.1","0.1","14.8","0.1","2.1","0.0","3.0","1.5","0.0","0.8","0.1"
"Prof Yr 1","","48","3.857","75.0","22.9","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","76","3.917","86.8","9.2","1.3",".",".",".",".",".",".","2.6",".",".",".",".",".","."
"Prof Yr 3","","89","3.811","76.4","2.2","2.2",".",".",".",".","1.1",".",".",".",".","15.7",".",".","."
"Prof Yr 4","","26","3.615","61.5","7.7",".",".",".",".","3.8",".",".","23.1",".",".","3.8",".",".","."
"Professionals","","239","3.832","77.8","9.2","1.7",".",".",".","0.4","0.4",".","3.3",".",".","6.3",".",".","."
"","College Total","100720","3.340","43.9","18.4","16.6","6.6","6.1","1.9","1.0","2.6","0.0","1.3","0.0","0.5","0.6","0.1","0.3","0.1"
