"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"564","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"564","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"564","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"564","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","","19","3.342","36.8","15.8","31.6","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"565
Biophysical Chemistry","001","","100","3.210","41.0","15.0","21.0","9.0","8.0","3.0","3.0",".",".",".",".",".",".",".",".","."
"608
Symmtry/Bondng/Molec Shapes","001","","12","3.917","41.7","8.3",".",".",".",".",".",".",".",".",".",".","50.0",".",".","."
"621
Instrumental Analysis","001","","13","3.696","38.5","61.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"622
Organic Analysis","001","","17","3.824","64.7","35.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"624
Electrochemistry","001","","22","3.524","36.4","31.8","31.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"629
Atmos. Chem. Mech.","001","","29","3.759","58.6","34.5","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"636
Topics-Chem Instrumentatn: NMR","001","","17","3.781","64.7","17.6","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"641
Advanced Organic Chemistry","001","","41","3.538","39.0","26.8","31.7",".",".",".",".",".",".",".",".",".",".",".",".","2.4"
"652
Chem of Inorganic Materials","001","","30","3.917","86.7","10.0","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"661
Chem & Stat Thermodynamics","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"668
Biophysical Spectroscopy","001","","34","3.485","26.5","44.1","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"675
Intro Quantum Chemistry","001","","13","3.615","53.8","15.4","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682
Senior Honors Thesis","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
