"","990
035","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
036","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","18","",".",".",".",".",".",".","",".","55.6","",".",".","",".","44.4",".",".",".","."
"AN SCI
604","Dept. Total","424","3.338","40.3","20.8","18.6","7.1","6.4","1.7","",".","2.6","",".",".","",".","1.9","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","80","3.013","20.0","17.5","27.5","15.0","13.8","3.8","",".",".","",".",".","",".",".","2.5",".",".","."
"Sophomore","","91","3.445","44.0","29.7","13.2","5.5","6.6","1.1","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","80","3.353","41.3","22.5","21.3","6.3","7.5","1.3","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","128","3.451","46.1","21.9","21.1","5.5","3.1","1.6","",".",".","",".",".","",".",".","0.8",".",".","."
"Undergraduates","","379","3.320","39.1","23.0","20.6","7.7","7.1","1.8","",".",".","",".",".","",".",".","0.8",".",".","."
"Special","","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","42","3.958","52.4","2.4","2.4",".",".",".","",".","23.8","",".",".","",".","19.0",".",".",".","."
"","Dept. Total","424","3.338","40.3","20.8","18.6","7.1","6.4","1.7","",".","2.6","",".",".","",".","1.9","0.7",".",".","."
