"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ED LEADERSHP & POLICY ANAL Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","",""
"","502
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","502
003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
502","","27","3.768","77.8","3.7","3.7","7.4","3.7",".",".",".",".",".",".",".","3.7",".",".","."
"Wkshp-Ed Leadership & Pol Anal","Course Total","","39","3.781","79.5","7.7","2.6","5.1","2.6",".",".",".",".",".",".",".","2.6",".",".","."
"Field Experience-Ed Ldrship","700
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
001","","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","701
002","","24","3.854","70.8","29.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Higher & Post-Sec Ed","Course Total","","42","3.881","76.2","23.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Athletics Administration","710
001","","11","3.727","45.5","54.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Govern&Admin-Coll&Universty","715
001","","20","3.750","80.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","719
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch Meth & Proc-Ed Admin","725
001","","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Admin Stdt Serv-Higher Educ","736
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teacher Leadership","780
001","","16","3.688","87.5",".",".",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"Doctoral Inquiry","810
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","822
001","","11","3.727","63.6","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","822
002","","16","3.733","62.5","12.5","18.8",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"Intro Quant Inquiry in Educ","Course Total","","27","3.731","63.0","14.8","18.5",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"Fld Rsch Dsgn&Meth-Ed Admin","824
001","","22","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public School Law","840
001","","11","3.500","72.7","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Aspects of Higher Ed","841
001","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Legal Foundations of Spec Ed","842
001","","12","3.909","75.0","16.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Technology Leadership","844
001","","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"School-Level Leadership","845
001","","20","3.947","90.0",".","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","863
001","","24","3.957","87.5","8.3",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","002
863","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Race Class & Ed Inequality","Course Total","","37","3.944","89.2","5.4","2.7",".",".",".",".",".",".",".",".",".","2.7",".",".","."
"The Politics of Education","870
001","","20","3.895","80.0","10.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","875
001","","16","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","875
002","","8","3.917","62.5","12.5",".",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"Theory&Practice-Ed Planning","Course Total","","24","3.975","79.2","4.2",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Internationalization Higher Ed","886
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","887
001","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","887
002","","17","3.781","76.5","5.9","5.9",".","5.9",".",".",".",".",".",".",".","5.9",".",".","."
"Diversity and Inequality","Course Total","","37","3.889","86.5","5.4","2.7",".","2.7",".",".",".",".",".",".",".","2.7",".",".","."
"Appl Rsch in Ed Admin","890
076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship in Ed Admin","900
001","","19","",".",".",".",".",".",".",".",".",".",".",".","89.5","10.5",".",".","."
"","940
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"","940
007","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics Seminar-Educ Leadership","Course Total","","38","4.000","97.4",".",".",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","","","Page 90 of 420"
