"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","602
001","16","1.125",".",".","37.5",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","002
602","16","1.250",".",".","37.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","Course Total","32","1.188",".",".","37.5",".","3.1",".","3.1",".",".",".",".",".",".",".",".","."
"","711
001","50","1.320",".",".","44.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
002","57","0.632",".",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
003","47","0.851","6.4",".","14.9",".","6.4","2.1",".",".",".",".",".",".",".",".",".","."
"","711
004","49","1.490","2.0",".","42.9",".","6.1",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","203","1.059","2.0",".","30.5",".","3.0","0.5",".",".",".",".",".",".",".",".",".","."
"","714
002","58","1.293","10.3",".","29.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
003","57","0.825","5.3",".","19.3",".","1.8",".",".",".",".",".",".",".",".",".",".","."
"","714
004","57","1.214","7.0",".","28.1",".","3.5",".",".",".",".",".",".",".",".",".","1.8","."
"Civil Procedure I","Course Total","172","1.111","7.6",".","25.6",".","1.7",".",".",".",".",".",".",".",".",".","0.6","."
"","723
001","20","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","20","0.950","5.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","19","1.316","5.3",".","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","20","0.600",".",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","18","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","16","1.125",".",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","113","0.947","1.8",".","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","10","1.400","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Real Estate Transactions I","732
001","34","1.485","11.8",".","29.4",".","2.9","2.9","2.9","2.9",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","26","1.769","23.1",".","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","001
740","52","1.375","5.8",".","34.6",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"","002
740","45","1.235","11.1",".","20.0",".","2.2",".",".","11.1",".",".",".",".",".",".","2.2","."
"Constitutional Law II","Course Total","97","1.312","8.2",".","27.8",".","1.0",".",".","9.3",".",".",".",".",".",".","1.0","."
"Bus Orgnztions II:Publ Corp","741
001","40","1.056","5.0",".","25.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Taxation I","742
001","59","1.120","10.2",".","16.9",".","1.7",".",".","15.3",".",".",".",".",".",".",".","."
"Negotiations","743
001","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Administrative Law","744
001","80","1.400","10.0",".","30.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"Antitrust","748
001","6","0.000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Patent Law","751
001","26","1.000","3.8",".","26.9",".",".","3.8",".",".",".",".",".",".",".",".",".","."
"Consumer Health Advocacy","768
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Islamic Law & Jurisprudence","785
001","19","1.362","15.8",".","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
001","77","1.407","10.4",".","15.6",".","3.9","2.6",".","29.9",".",".",".",".",".",".",".","."
"","801
002","66","0.500","1.5",".","10.6",".","3.0",".",".","12.1",".",".",".",".",".",".",".","."
"Evidence","Course Total","143","0.938","6.3",".","13.3",".","3.5","1.4",".","21.7",".",".",".",".",".",".",".","."
"Accounting and Law","811
001","25","",".",".",".",".",".",".",".","76.0",".",".",".",".",".",".",".","24.0"
"","815
001","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
002","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","815
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","33","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Family Law: Marriage & Divorce","001
822","12","0.917","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","Page 345 of 420",""
