"MATHEMATICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","",""
"96","001","","15","3.133","20.0","20.0","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"96","002","","19","3.053","31.6","10.5","31.6",".","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"96","003","","22","3.071","27.3","18.2","18.2","13.6","13.6","4.5",".",".",".",".",".",".","4.5",".",".","."
"96","004","","14","2.714","14.3","7.1","35.7","7.1","28.6","7.1",".",".",".",".",".",".",".",".",".","."
"96","005","","21","2.690","4.8","19.0","19.0","23.8","33.3",".",".",".",".",".",".",".",".",".",".","."
"96","006","","22","2.250",".","9.1","27.3","13.6","27.3","22.7",".",".",".",".",".",".",".",".",".","."
"96","007","","18","3.083","33.3","16.7","22.2",".","22.2","5.6",".",".",".",".",".",".",".",".",".","."
"96","008","","23","3.348","26.1","39.1","21.7","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"96","009","","8","3.188","25.0","37.5","12.5",".","25.0",".",".",".",".",".",".",".",".",".",".","."
"Preparatory Algebra","Course Total","","162","2.929","19.8","19.1","24.7","9.9","20.4","5.6",".",".",".",".",".",".","0.6",".",".","."
"967
Seminar in Number Theory","001","","11","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"990","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","156","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","157","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","159","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","167","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","175","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","177","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","178","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","179","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","256","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","Course Total","","38","",".",".",".",".",".",".",".","68.4",".",".",".","31.6",".",".",".","."
