"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"INTEGRATED SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"503
INTEGSCI","","","","","","","","","","","","","","","","","","",""
"100","001","96","3.844","81.3","12.5","3.1","2.1",".","1.0",".",".",".",".",".",".",".",".",".","."
"100","002","101","3.866","81.2","14.9","3.0",".",".","1.0",".",".",".",".",".",".",".",".",".","."
"Exploring Biology","Course Total","197","3.855","81.2","13.7","3.0","1.0",".","1.0",".",".",".",".",".",".",".",".",".","."
"110
BioHouse Seminar","001","53","3.934","94.3","1.9","1.9",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"140
Exploring Service","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"150
Exploring Research in Science","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"230
Explrn Leadership Mentoring","001","8","3.750","87.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"240
Service with Youth in STEM","001","19","3.944","84.2","10.5",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"299
Independent Study","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"320","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"320","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"320","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"320","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"320","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Internship","Course Total","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"341","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"341","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"341","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Service in STEM Practicum","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"605
Scientific Teaching for TAs","001","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"660","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"660","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Mentor Training","Course Total","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"675
Special Topics","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"850
Practicum in Science Teaching","001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
