"TERM : 1202","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2019-2020","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","",""
"CHEMICAL & BIOLOGICAL ENGR Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"CBE
Dept. Total
220","1109","3.272","35.0","20.0","18.3","8.0","7.7","0.9","",".","8.0","",".","0.9","",".","0.8","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","42","3.929","85.7","14.3",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","64","3.484","75.0","7.8","7.8","6.3","3.1",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","157","3.114","22.3","24.8","26.8","12.7","9.6","2.5","",".",".","",".","0.6","",".",".","0.6",".",".","."
"Senior","583","3.235","35.7","21.6","19.4","9.8","10.8","1.0","",".",".","",".","1.5","",".",".","0.2",".",".","."
"Undergraduates","846","3.233","38.7","20.8","18.9","9.6","9.5","1.2","",".",".","",".","1.2","",".",".","0.2",".",".","."
"Special","28","3.089","28.6","10.7","28.6","14.3","17.9",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","268","3.536","32.1","16.0","13.1","1.5",".",".","",".","33.2","",".",".","",".","3.4","0.7",".",".","."
"Dept. Total","1142","3.272","36.9","19.4","17.8","7.8","7.4","0.9","",".","7.8","",".","0.9","",".","0.8","0.4",".",".","."
