"Regenerative Medicine Ethics","615
001","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Narrative Med & Public Health","740
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Int'l Health & Global Society","753
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"MED HIST
452","Dept. Total","242","3.580","46.3","32.6","10.3","2.9","0.4","0.4","1.2","2.1","",".",".","",".","",".","3.3",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.260","20.0","44.0","24.0","8.0",".",".","4.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","41","3.659","56.1","24.4","14.6","4.9",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","68","3.545","50.0","35.3","5.9","1.5","1.5","1.5","2.9",".","",".",".","",".","",".","1.5",".",".","."
"Senior","","78","3.645","44.9","38.5","11.5","2.6",".",".",".",".","",".",".","",".","",".","2.6",".",".","."
"Undergraduates","","212","3.569","45.8","35.4","11.8","3.3","0.5","0.5","1.4",".","",".",".","",".","",".","1.4",".",".","."
"Special","","6","4.000","66.7",".",".",".",".",".",".","16.7","",".",".","",".","",".",".",".","16.7","."
"Graduate","","14","3.850","50.0","21.4",".",".",".",".",".",".","",".",".","",".","",".","28.6",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".","",".","",".","50.0",".",".","."
"Prof Yr 4","","7","4.000","42.9",".",".",".",".",".",".","57.1","",".",".","",".","",".",".",".",".","."
"Professionals","","10","3.929","40.0","10.0",".",".",".",".",".","40.0","",".",".","",".","",".","10.0",".",".","."
"","Dept. Total","242","3.580","46.3","32.6","10.3","2.9","0.4","0.4","1.2","2.1","",".",".","",".","",".","3.3",".","0.4","."
