"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","",""
"400
Capstone Design Course","001","84","3.863","73.8","25.0","1.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"462
Medical Instrumentation","001","13","3.423","30.8","46.2","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"510
Intro to Tissue Engineering","001","41","3.650","53.7","24.4","14.6","4.9",".",".",".","2.4",".",".",".",".",".",".",".","."
"511
Tissue Engineering Laboratory","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"517
Biology in Engineering Seminar","001","40","",".",".",".",".",".",".",".",".",".","97.5","2.5",".",".",".",".","."
"550
Intro to Biolog & Med Microsys","001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"560
Biochemical Engineering","001","13","3.346","38.5","15.4","30.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"573
Med Img Sci:Math & Cncpt Fndtn","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"601","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"601","006","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Biomed Engr","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"619
Microscopy of Life","001","23","3.761","52.2","47.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Grad Cooperative Educ Program","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"710
Adv in Med Magnet Resonance","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"780
Methods Quantitative Biology","001","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","099","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","118","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","133","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","139","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","140","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","18","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"799","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","055","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","057","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","096","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","107","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","110","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","118","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","10","3.948","90.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"890","034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","Page 113 of 420",""
