"Third Semester Kazakh","431
001","","2","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Third Semester Turkish","439
001","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Proseminar-Central Asian Hist","624
001","","4","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"GNS
425","Dept. Total","","50","3.837","70.0","24.0","4.0","",".","",".","",".","",".","2.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"425
GNS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","20","3.852","75.0","20.0","5.0","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","9","3.889","77.8","22.2",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","3.737","66.7","16.7","16.7","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","41","3.867","78.0","17.1","4.9","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","6","3.667","33.3","66.7",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","50","3.837","70.0","24.0","4.0","",".","",".","",".","",".","2.0","",".",".","",".","",".","",".",".",".","."
