"","699
001","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
002","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"Smr-Latin American Area","982
001","","3","***","","","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"LACIS
525","Dept. Total","","22","3.894","77.3","13.6","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","9.1",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Sophomore","","","1","***","","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","","6","3.767","50.0","33.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","16.7",".",".","."
"Senior","","","4","***","","","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","","12","3.865","75.0","16.7","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","8.3",".",".","."
"Graduate","","","10","3.929","80.0","10.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","10.0",".",".","."
"","Dept. Total","","22","3.894","77.3","13.6","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","9.1",".",".","."
