"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","205","101","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","205","103","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Voice","","Course Total","28","3.911","82.1","17.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Flute","207","010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Oboe","209","059","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Clarinet","211","019","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Element/Intermed Saxophone","213","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Bassoon","215","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Horn","217","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","219","063","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","219","064","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","219","163","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Trombone","221","089","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Euphonium","223","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","225","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","227","033","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","227","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","227","092","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","","Course Total","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","084","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","183","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","233","073","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","233","173","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Viola","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Elem/Intmed Cello","235","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","166","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Brass","24","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","240","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","240","097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Second Year Composition","247","046","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-High Strings","32","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","177","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","347","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","","Page 289 of 420",""
