"","990
140","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
141","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
142","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","49","",".",".",".",".",".",".",".","75.5","",".",".","",".","16.3","",".",".","8.2","."
"PATH
704","Dept. Total","178","3.576","28.7","2.2","8.4","0.6","1.7","0.6","0.6","20.8","",".","29.8","",".","4.5","",".",".","2.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","6","3.333","50.0",".","33.3",".","16.7",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","25","3.500","76.0",".","12.0",".","4.0","4.0","4.0",".","",".",".","",".",".","",".",".",".","."
"Senior","","16","3.446","56.3",".","31.3","6.3","6.3",".",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","48","3.471","66.7",".","20.8","2.1","6.3","2.1","2.1",".","",".",".","",".",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","153","3.731","37.3","2.6","3.3",".",".",".",".","21.6","",".","27.5","",".","5.2","",".",".","2.6","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 2","","12","",".",".",".",".",".",".",".","16.7","",".","83.3","",".",".","",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","","","33.3","",".",".","",".",".",".","."
"Professionals","","16","4.000","6.3",".",".",".",".",".",".","25.0","",".","68.8","",".",".","",".",".",".","."
"","Dept. Total","218","3.576","41.7","1.8","6.9","0.5","1.4","0.5","0.5","17.0","",".","24.3","",".","3.7","",".",".","1.8","."
