"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","124","2.520","16.9","7.3","30.6","8.9","16.9","8.9","9.7",".",".",".",".",".",".","0.8",".","."
"","002
101","136","2.642","20.6","6.6","24.3","9.6","24.3","9.6","3.7",".",".",".",".",".","0.7","0.7",".","."
"Animal Biology","Course Total","260","2.584","18.8","6.9","27.3","9.2","20.8","9.2","6.5",".",".",".",".",".","0.4","0.8",".","."
"","102
001","9","3.056","22.2","22.2","22.2","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","102
002","9","3.167","22.2","22.2","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","102
003","9","3.611","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","004
102","12","3.292","25.0","41.7","25.0",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","102
005","13","3.615","53.8","15.4","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","8","3.313","12.5","62.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","102
007","10","3.150","40.0","10.0","20.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"","008
102","13","3.269","23.1","38.5","15.4","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"","102
009","7","3.571","57.1","14.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
010","11","3.136","18.2","9.1","54.5","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","102
011","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
012","8","3.250","37.5","37.5",".","12.5",".","12.5",".",".",".",".",".",".",".",".",".","."
"","013
102","13","3.231","30.8","23.1","23.1","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"","102
014","7","3.000","14.3","14.3","42.9","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","102
015","7","2.357",".","28.6","14.3","14.3","14.3","28.6",".",".",".",".",".",".",".",".",".","."
"","102
016","8","3.188","25.0","37.5",".","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","102
017","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","102
018","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","102
019","7","3.429","14.3","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
020","8","3.188","12.5","37.5","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","174","3.259","28.7","28.2","24.1","9.8","6.3","2.9",".",".",".",".",".",".",".",".",".","."
"","151
001","60","3.058","21.7","13.3","43.3","1.7","18.3","1.7",".",".",".",".",".",".",".",".",".","."
"","002
151","60","2.958","16.7","15.0","43.3","10.0","8.3","5.0","1.7",".",".",".",".",".",".",".",".","."
"","151
003","24","3.000","20.8","8.3","45.8","8.3","12.5","4.2",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","144","3.007","19.4","13.2","43.8","6.3","13.2","3.5","0.7",".",".",".",".",".",".",".",".","."
"Introductory Biology","152
001","137","3.128","22.6","17.5","40.9","5.1","11.7","2.2",".",".",".",".",".",".",".",".",".","."
"","153
001","24","3.167","41.7","8.3","33.3",".","8.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","153
002","24","3.063","37.5","8.3","29.2","4.2","12.5","4.2","4.2",".",".",".",".",".",".",".",".","."
"","153
003","19","3.000","26.3","5.3","36.8","5.3","26.3",".",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","67","3.082","35.8","7.5","32.8","3.0","14.9","3.0","3.0",".",".",".",".",".",".",".",".","."
"","199
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","199
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"Introductory Ecology","260
001","36","2.903","8.3","16.7","44.4","13.9","13.9","2.8",".",".",".",".",".",".",".",".",".","."
"","299
010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
063","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
064","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies in Zoology","Course Total","5","***","","","","","","","","","","","","","","","",""
"Introduction to Entomology","302
001","7","3.143","28.6",".","57.1",".","14.3",".",".",".",".",".",".",".",".",".",".","."
