"","990
115","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","44","",".",".",".",".",".",".",".","59.1","",".",".","",".","40.9",".",".",".","."
"","999
015","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
074","9","4.000","22.2",".",".",".",".",".",".",".","",".",".",".","",".","77.8",".",".","."
"Advanced Independent Study","Course Total","10","4.000","30.0",".",".",".",".",".",".",".","",".",".","",".",".","70.0",".",".","."
"ENVIR ST
360","Dept. Total","1991","3.467","46.4","19.7","16.1","4.9","4.5","1.1","0.6","2.5","",".","1.8","",".","0.9","0.9","0.2","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","281","3.356","40.2","21.7","24.9","4.6","6.0","1.8","0.4",".","",".",".","",".",".","0.4",".",".","."
"Sophomore","","344","3.417","43.0","23.0","20.1","7.0","4.7","1.2","0.6","0.3","",".",".","",".",".",".","0.3",".","."
"Junior","","381","3.361","42.8","20.7","19.2","7.1","6.6","1.8","0.5",".","",".",".","",".",".","1.0","0.3",".","."
"Senior","","614","3.478","49.5","22.3","15.8","5.0","4.7","1.0","1.0",".","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","1620","3.417","44.9","22.0","19.1","5.9","5.4","1.4","0.7","0.1","",".",".","",".",".","0.6","0.1",".","."
"Special","","45","3.382","13.3","4.4","6.7","2.2","2.2",".",".","44.4","",".",".","",".",".","2.2","2.2","22.2","."
"Graduate","","325","3.876","57.8","10.5","2.8","0.3","0.3",".",".","8.9","",".","11.1","",".","5.5","2.5",".","0.3","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1991","3.467","46.4","19.7","16.1","4.9","4.5","1.1","0.6","2.5","",".","1.8","",".","0.9","0.9","0.2","0.6","."
