"","990
145","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
146","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
147","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","86","",".",".",".",".",".",".",".","86.0","",".",".","",".","14.0",".",".",".","."
"GENETICS
412","Dept. Total","1124","3.305","45.1","15.6","12.7","8.1","6.9","1.8","1.4","6.7","",".",".","",".","1.2","0.2",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","101","3.584","75.2","10.9","7.9","2.0",".",".","4.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","125","3.292","49.6","16.8","13.6","12.8","3.2","1.6","1.6",".","",".",".","",".",".",".",".","0.8","."
"Junior","","275","3.067","31.6","18.9","19.3","13.1","11.6","4.0","1.5",".","",".",".","",".",".",".",".",".","."
"Senior","","452","3.375","53.1","14.4","12.2","7.1","9.3","1.3","1.3","0.2","",".",".","",".","0.4","0.4",".","0.2","."
"Undergraduates","","953","3.279","48.8","15.6","14.0","9.0","8.2","2.0","1.7","0.1","",".",".","",".","0.2","0.2",".","0.2","."
"Special","","41","3.500","43.9","34.1","7.3","9.8",".","2.4",".",".","",".",".","",".",".",".",".","2.4","."
"Graduate","","129","3.673","18.6","9.3","5.4","0.8",".",".",".","56.6","",".",".","",".","9.3",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1124","3.305","45.1","15.6","12.7","8.1","6.9","1.8","1.4","6.7","",".",".","",".","1.2","0.2",".","0.3","."
