"L&S","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY
205","Dept. Total","1618","2.988","23.3","10.6","36.8","7.7","16.4","3.1","1.5","",".","",".",".","",".","0.1","0.4","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","226","2.600","13.7","6.2","31.9","8.0","30.5","7.1","2.7","",".","",".",".","",".",".",".",".",".","."
"Sophomore","","735","2.954","21.1","9.3","41.0","8.6","15.8","2.2","1.6","",".","",".",".","",".",".","0.5",".",".","."
"Junior","","529","3.140","28.2","14.0","36.1","5.7","11.9","2.5","0.8","",".","",".",".","",".",".","0.6","0.2",".","0.2"
"Senior","","109","3.064","32.1","12.8","23.9","11.0","11.9","4.6","1.8","",".","",".",".","",".","0.9",".",".",".","0.9"
"Undergraduates","","1599","2.987","23.1","10.6","36.9","7.7","16.3","3.1","1.5","",".","",".",".","",".","0.1","0.4","0.1",".","0.1"
"Special","","19","3.037","36.8","10.5","26.3","5.3","21.1",".",".","",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1618","2.988","23.3","10.6","36.8","7.7","16.4","3.1","1.5","",".","",".",".","",".","0.1","0.4","0.1",".","0.1"
