"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","200
001","209","3.146","24.9","25.4","23.0","12.0","10.5","1.9","1.0",".",".",".",".",".","1.0",".",".","0.5"
"","200
002","188","2.987","22.9","21.8","25.0","12.8","9.0","4.3","3.7",".",".",".",".",".","0.5",".",".","."
"","003
200","197","2.977","26.4","18.3","21.8","11.7","14.2","5.1","2.5",".",".",".",".",".",".",".",".","."
"","004
200","239","3.083","25.1","21.3","25.5","11.7","10.5","2.5","2.1","0.4",".",".",".",".","0.8",".",".","."
"Programming I","Course Total","833","3.051","24.8","21.7","23.9","12.0","11.0","3.4","2.3","0.1",".",".",".",".","0.6",".",".","0.1"
"","240
001","120","3.167","25.0","15.8","34.2","19.2","5.0","0.8",".",".",".",".",".",".",".",".",".","."
"","002
240","144","2.957","16.7","12.5","38.9","18.1","6.3","0.7","3.5",".",".",".",".",".","3.5",".",".","."
"","003
240","81","2.827","14.8","11.1","32.1","19.8","11.1","6.2","1.2",".",".",".",".",".","3.7",".",".","."
"Intro to Discrete Mathematics","Course Total","345","3.001","19.1","13.3","35.7","18.8","7.0","2.0","1.7",".",".",".",".",".","2.3",".",".","."
"","252
002","206","3.405","51.0","18.0","11.2","9.7","7.8","0.5","1.9",".",".",".",".",".",".",".",".","."
"","005
252","203","3.549","56.7","18.7","11.8","7.4","4.4",".","1.0",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","409","3.477","53.8","18.3","11.5","8.6","6.1","0.2","1.5",".",".",".",".",".",".",".",".","."
"","298
112","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
139","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","Course Total","4","***","","","","","","","","","","","","","","","",""
"","300
001","190","3.212","28.9","20.5","32.6","8.9","4.7","2.1","1.6","0.5",".",".",".",".",".",".",".","."
"","300
002","201","3.157","28.4","21.9","28.4","10.4","5.0","4.5","1.5",".",".",".",".",".",".",".",".","."
"","003
300","140","3.259","32.9","22.9","27.9","5.7","5.7","2.9","1.4",".",".",".",".",".","0.7",".",".","."
"","300
004","171","3.295","29.2","29.2","31.0","4.1","1.8","3.5","1.2",".",".",".",".",".",".",".",".","."
"Programming II","Course Total","702","3.226","29.6","23.5","30.1","7.5","4.3","3.3","1.4","0.1",".",".",".",".","0.1",".",".","."
"","301
001","204","3.435","42.2","23.5","18.6","10.3","2.5","1.0","0.5",".",".",".",".",".","1.5",".",".","."
"","002
301","394","3.147","29.7","21.3","24.1","13.2","3.6","3.3","3.0","1.3",".",".",".",".","0.3",".","0.3","."
"Intro Data Programming","Course Total","598","3.246","33.9","22.1","22.2","12.2","3.2","2.5","2.2","0.8",".",".",".",".","0.7",".","0.2","."
"","304
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
007","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","304
009","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","74","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
001","11","3.045","27.3","27.3","9.1","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".","."
"","352
002","10","3.000","10.0","10.0","60.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","21","3.024","19.0","19.0","33.3","14.3","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","001
354","176","2.811","26.7","10.8","16.5","16.5","20.5","3.4","5.1",".",".",".",".",".",".","0.6",".","."
"","354
002","171","2.731","26.9","8.8","16.4","12.9","23.4","3.5","7.0",".",".",".",".",".","1.2",".",".","."
"Machine Organizatn&Progrmng","Course Total","347","2.772","26.8","9.8","16.4","14.7","21.9","3.5","6.1",".",".",".",".",".","0.6","0.3",".","."
"Learn a Programming Language","368
001","92","",".",".",".",".",".",".",".",".",".","97.8","2.2",".",".",".",".","."
"Tech:Computer-Based Bus Sys","371
001","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","400
001","299","3.177","20.7","33.1","21.7","16.1","4.3","2.7","0.7","0.3",".",".",".",".","0.3",".",".","."
"","400
002","218","3.115","19.3","27.1","26.6","17.9","5.5","2.8","0.5",".",".",".",".",".","0.5",".",".","."
"","400
003","71","3.697","66.2","21.1","9.9",".",".","1.4","1.4",".",".",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","Page 209 of 420",""
