"Research and Thesis","Course Total","28","",".",".",".",".",".",".",".","10.7",".",".","",".","89.3",".",".",".","."
"","999
001","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
067","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","2","***","","","","","","","","","","","","","","","","",""
"POLI SCI
778","Dept. Total","2623","3.395","37.1","27.2","15.4","7.1","4.2","1.1","0.8","3.9","0.0","0.0","",".","1.2","0.9","0.2","0.5","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","377","3.242","36.1","20.2","17.8","14.3","9.0","2.1","0.3",".",".",".","",".",".",".",".",".","0.3"
"Sophomore","","504","3.418","43.7","26.0","14.7","7.7","4.4","1.8","0.8",".",".",".","",".",".","1.0",".",".","."
"Junior","","646","3.419","37.2","33.0","17.6","6.7","3.4","0.9","0.8",".",".",".","",".",".","0.3","0.2",".","."
"Senior","","795","3.412","38.1","30.6","17.4","5.7","3.9","0.6","1.3","0.3","0.1","0.1","",".","0.8","1.1",".","0.1","."
"Undergraduates","","2322","3.385","38.7","28.6","16.9","7.8","4.7","1.2","0.9","0.1","0.0","0.0","",".","0.3","0.7","0.0","0.0","0.0"
"Special","","82","3.083","15.9","4.9","7.3","6.1","2.4","1.2","2.4","40.2",".",".","",".",".",".","6.1","13.4","."
"Graduate","","219","3.743","27.9","21.5","1.8","0.5",".",".",".","31.1",".",".","",".","11.4","3.7",".",".","2.3"
"","Dept. Total","2623","3.395","37.1","27.2","15.4","7.1","4.2","1.1","0.8","3.9","0.0","0.0","",".","1.2","0.9","0.2","0.5","0.2"
