"","990
042","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
043","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
046","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
058","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","32","",".",".",".",".",".",".",".","90.6","",".",".","",".","6.3","3.1",".",".","."
"COM ARTS
250","Dept. Total","3792","3.386","31.4","31.4","18.2","6.8","3.5","1.1","0.8","3.0","",".","2.5","",".","0.1","0.8","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","827","3.459","31.2","41.4","19.0","4.8","2.2","0.5","0.5",".","",".",".","",".",".","0.5",".",".","."
"Sophomore","","680","3.410","35.1","33.1","17.5","7.6","3.8","1.0","0.7","0.1","",".",".","",".",".","0.6","0.3",".","."
"Junior","","865","3.303","29.7","30.9","21.8","8.2","4.3","1.5","1.6",".","",".","1.2","",".",".","0.6",".",".","0.2"
"Senior","","1150","3.323","28.3","29.7","19.0","8.2","4.1","1.7","0.8","0.2","",".","7.4","",".",".","0.8",".",".","."
"Undergraduates","","3522","3.368","30.7","33.4","19.4","7.3","3.6","1.2","0.9","0.1","",".","2.7","",".",".","0.6","0.1",".","0.1"
"Special","","61","3.500","23.0","13.1","8.2","3.3","3.3",".",".","29.5","",".",".","",".",".","3.3","11.5","4.9","."
"Graduate","","209","3.938","46.9","3.3","0.5",".","0.5",".",".","44.5","",".",".","",".","1.0","3.3",".",".","."
"","Dept. Total","3792","3.386","31.4","31.4","18.2","6.8","3.5","1.1","0.8","3.0","",".","2.5","",".","0.1","0.8","0.2","0.1","0.1"
