"BUS","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY M Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","",""
"OTM
Dept. Total
238","998","3.463","39.6","29.9","20.1","5.9","3.4","0.2","0.1","0.3","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","60","3.100","18.3","23.3","30.0","20.0","6.7","1.7",".",".","",".",".","",".","",".",".",".",".","."
"Junior","234","3.315","26.5","30.3","28.6","8.5","5.1","0.4",".",".","",".",".","",".","",".","0.4",".",".","."
"Senior","314","3.455","37.6","31.8","19.1","5.4","4.8",".","0.3","0.3","",".",".","",".","",".","0.6",".",".","."
"Undergraduates","608","3.366","31.4","30.4","23.8","8.1","5.1","0.3","0.2","0.2","",".",".","",".","",".","0.5",".",".","."
"Special","21","3.286","33.3","19.0","23.8","19.0","4.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","340","3.644","51.5","30.6","14.4","1.8","0.6",".",".","0.6","",".",".","",".","",".","0.6",".",".","."
"Prof Yr 2","15","3.833","73.3","20.0","6.7",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","14","3.857","78.6","14.3","7.1",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","29","3.845","75.9","17.2","6.9",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","998","3.463","39.6","29.9","20.1","5.9","3.4","0.2","0.1","0.3","",".",".","",".","",".","0.5",".",".","."
