"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
047","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
048","19","3.605","31.6","57.9","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","19","3.737","68.4","10.5","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
050","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
051","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
052","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
053","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
054","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","060
100","15","3.846","60.0","26.7",".",".",".",".",".",".",".",".",".",".","13.3",".",".","."
"Intro to College Composition","Course Total","1018","3.846","78.0","14.0","5.7","0.7","0.6","0.1",".",".",".",".",".",".","0.7","0.1",".","0.1"
"Intro-Theatre & Dramatic Lit","120
001","189","3.482","45.5","26.5","14.8","5.8","2.1","1.1","1.1","2.6",".",".",".",".","0.5",".",".","."
"Comm B Topics in English Lit","001
140","169","3.650","59.2","24.3","11.2","1.2","1.2",".","1.8",".",".",".",".",".","1.2",".",".","."
"Myth and Literature","155
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Medicine","156
001","246","3.355","26.8","37.8","22.0","9.3","2.0","1.2","0.4",".",".",".",".",".",".",".","0.4","."
"Shakespeare","162
001","216","3.816","79.6","12.5","4.2","0.9","0.9","0.9","0.5","0.5",".",".",".",".",".",".",".","."
"British and American Writers","167
001","30","3.553","26.7","20.0","13.3","3.3",".",".",".",".",".",".",".",".","36.7",".",".","."
"Modern Literature","168
001","28","3.554","50.0","32.1","14.3",".",".",".","3.6",".",".",".",".",".",".",".",".","."
"","172
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","172
002","20","3.750","90.0",".","5.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"Literatures of Native America","Course Total","32","3.844","93.8",".","3.1",".",".",".","3.1",".",".",".",".",".",".",".",".","."
"","173
001","16","3.625","31.3","62.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","173
002","260","3.792","75.0","14.6","5.8","3.1","0.8",".","0.4",".",".",".",".",".","0.4",".",".","."
"","003
173","30","3.683","43.3","50.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethnic and Multicultural Lit","Course Total","306","3.772","69.6","20.6","5.9","2.6","0.7",".","0.3",".",".",".",".",".","0.3",".",".","."
"Literature and Social Justice","174
001","12","3.375","8.3","75.0",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","176
001","227","3.524","37.4","45.8","9.7","3.1","1.8","0.4","1.3","0.4",".",".",".",".",".",".",".","."
"","176
002","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Literature and Film","Course Total","235","3.534","38.3","45.5","9.4","3.0","1.7","0.4","1.3","0.4",".",".",".",".",".",".",".","."
"Literature and Popular Culture","177
001","34","3.206","23.5","35.3","32.4",".",".","5.9","2.9",".",".",".",".",".",".",".",".","."
"","178
001","18","3.694","50.0","38.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","178
002","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Media, Lit, Culture","Course Total","37","3.851","75.7","18.9","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
001","17","3.559","52.9","29.4","11.8",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","002
182","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","Course Total","36","3.708","63.9","25.0","8.3",".",".","2.8",".",".",".",".",".",".",".",".",".","."
"","201
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
201","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
004","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
201","19","3.895","94.7",".",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","007
201","19","3.842","94.7",".",".",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","201
008","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","Page 223 of 420",""
