"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Psychology of Women and Gender","522
001","31","3.067","9.7","32.3","32.3","12.9","6.5","3.2",".","3.2",".",".",".",".",".",".",".","."
"Neurobiology","523
001","101","3.010","29.7","13.9","21.8","11.9","12.9","6.9","1.0",".",".",".",".",".","2.0",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","196","3.822","77.0","13.8","3.6","4.1","0.5",".",".","0.5",".",".",".",".","0.5",".",".","."
"Human Factors Engineering","549
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","601
001","24","3.667","54.2","25.0","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
002","25","3.560","40.0","32.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
003","23","3.250","30.4","17.4","30.4","13.0",".","4.3",".",".",".",".",".",".",".","4.3",".","."
"","601
004","25","3.560","52.0","16.0","28.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","601
005","26","3.885","80.8","15.4","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
006","25","3.760","64.0","24.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
601","24","3.978","91.7","4.2",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","601
009","25","3.720","64.0","20.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","197","3.677","59.9","19.3","16.8","2.0","0.5","0.5",".",".",".",".",".",".","0.5","0.5",".","."
"Intermed Stats for Psychology","602
001","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".",".",".","7.7","."
"Stat Anal-Psych Experiments","610
001","24","3.563","45.8","33.3","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","621
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
006","9","3.896","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
007","8","3.947","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
008","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
009","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
010","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
014","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
015","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
016","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
017","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
022","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
023","28","3.966","96.4",".","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
037","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
038","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
039","10","3.927","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
040","31","3.934","80.6",".",".","3.2",".",".",".",".",".",".",".",".",".",".","16.1","."
"","621
044","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
049","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
050","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
057","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
065","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
075","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
082","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","","Page 307 of 420"
