"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"100
Biochemistry Freshman Seminar","101","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104
Mol Mech, Human Health, You","001","","46","3.815","82.6","6.5","6.5",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"299","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375
Special Topics","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501","001","","354","3.251","38.7","18.4","16.1","9.9","13.6","2.3",".","0.3",".",".",".",".","0.8",".",".","."
"501","002","","310","3.153","32.6","16.8","23.2","7.7","15.5","3.2",".","0.3",".",".",".",".","0.6",".",".","."
"Introduction-Biochemistry","Course Total","","664","3.205","35.8","17.6","19.4","8.9","14.5","2.7",".","0.3",".",".",".",".","0.8",".",".","."
"507
General Biochemistry I","001","","183","3.104","28.4","19.7","16.9","21.9","9.8","1.1","1.6","0.5",".",".",".",".",".",".",".","."
"510
Biochm Prin-Human&Anml Nutr","001","","32","3.531","62.5","12.5","15.6",".","3.1","6.3",".",".",".",".",".",".",".",".",".","."
"551
Biochemical Methods","001","","86","3.564","45.3","34.9","10.5","5.8","3.5",".",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","31","3.133","19.4","25.8","35.5",".","12.9","3.2",".","3.2",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","16","3.563","43.8","37.5","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"621
Plant Biochemistry","001","","12","3.682","58.3","16.7","8.3","8.3",".",".",".",".",".",".",".",".","8.3",".",".","."
"630
Cellulr Signal Transductn Mech","001","","44","3.267","9.1","34.1","54.5",".",".",".",".",".",".",".",".",".","2.3",".",".","."
"645
Mol Ctrl of Mtblsm & Mtblc Dis","001","","31","3.903","80.6","19.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"691
Senior Thesis","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
