"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","4644","3.744","53.0","14.1","6.3","0.9","0.7","0.2","0.2","12.4","0.0","7.6","",".","2.1","0.8","0.0","1.7","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.314","31.3","34.4","21.9","6.3","3.1",".","3.1",".",".",".","",".",".",".",".",".","."
"Sophomore","","135","3.771","77.0","9.6","7.4","2.2","2.2",".",".",".",".",".","",".",".",".",".","1.5","."
"Junior","","389","3.702","71.5","13.4","8.7","0.8","1.8","0.8","1.0",".",".",".","",".",".","1.3","0.3","0.5","."
"Senior","","827","3.756","71.5","13.3","8.1","1.8","1.5","0.2","0.2","1.1",".","0.6","",".","0.4","0.6",".","0.7","."
"Undergraduates","","1383","3.731","71.1","13.4","8.5","1.7","1.7","0.4","0.5","0.7",".","0.4","",".","0.2","0.7","0.1","0.7","."
"Special","","110","3.627","31.8","7.3","7.3","1.8","0.9",".",".","4.5",".",".","",".",".",".","0.9","45.5","."
"Graduate","","1443","3.763","47.1","9.4","5.3","0.3","0.5","0.1",".","25.1","0.1","3.9","",".","6.2","0.8",".","1.2","."
"Prof Yr 1","","683","3.679","44.4","24.6","8.3","1.2",".",".",".","3.1",".","18.0","",".",".","0.3",".","0.1","."
"Prof Yr 2","","432","3.740","41.4","23.1","3.5",".",".",".",".","4.4",".","26.6","",".","0.7","0.2",".",".","."
"Prof Yr 3","","78","3.946","25.6","2.6",".",".",".",".",".","16.7",".","51.3","",".",".","3.8",".",".","."
"Prof Yr 4","","562","3.871","54.8","9.8","2.8","1.1",".",".",".","26.2","0.2","2.7","",".","0.4","1.8",".","0.4","."
"Professionals","","1755","3.750","46.2","18.5","5.0","0.8",".",".",".","11.4","0.1","16.7","",".","0.3","0.9",".","0.2","."
"","College Total","4691","3.744","53.4","13.9","6.2","0.9","0.7","0.1","0.1","12.3","0.0","7.5","",".","2.1","0.8","0.0","1.7","."
