"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3114","3.436","35.3","9.9","10.6","2.6","2.7","0.2","0.0","37.7","",".",".","",".","0.2","0.2",".","0.5","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.893","87.5","12.5",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","23","3.444","56.5","8.7","21.7",".","8.7",".",".","4.3","",".",".","",".",".",".",".",".","."
"Junior","","51","3.414","62.7","9.8","13.7","2.0","7.8","3.9",".",".","",".",".","",".",".",".",".",".","."
"Senior","","66","3.624","71.2","3.0","12.1","4.5","6.1",".",".",".","",".",".","",".",".","3.0",".",".","."
"Undergraduates","","148","3.534","66.9","6.8","13.5","2.7","6.8","1.4",".","0.7","",".",".","",".",".","1.4",".",".","."
"Special","","16","4.000","18.8",".",".",".",".",".",".","81.3","",".",".","",".",".",".",".",".","."
"Graduate","","101","3.962","26.7","1.0","1.0",".",".",".",".","64.4","",".",".","",".","5.0","2.0",".",".","."
"Prof Yr 1","","551","3.304","40.8","15.6","17.2","7.8","4.7","0.7","0.2","12.7","",".",".","",".",".","0.2",".",".","."
"Prof Yr 2","","782","3.653","48.5","20.5","12.1","1.3","0.6",".",".","16.9","",".",".","",".","0.1",".",".",".","."
"Prof Yr 3","","826","3.212","19.0","6.3","14.5","3.0","5.1",".",".","52.1","",".",".","",".",".",".",".",".","."
"Prof Yr 4","","789","4.000","26.4",".",".",".",".",".",".","71.2","",".",".","",".","0.1","0.3",".","2.0","."
"Professionals","","2948","3.423","32.9","10.1","10.5","2.6","2.5","0.1","0.0","40.5","",".",".","",".","0.1","0.1",".","0.5","."
"","College Total","3213","3.436","34.2","9.6","10.3","2.6","2.6","0.2","0.0","39.6","",".",".","",".","0.2","0.2",".","0.5","."
