"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","138","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","141","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","142","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","145","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","148","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","151","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","147","",".",".",".",".",".",".",".","99.3",".",".",".",".","0.7",".",".","."
"838","001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"838","002","","31","3.967","90.3","6.5",".",".",".",".",".","3.2",".",".",".",".",".",".",".","."
"Topics in Computing","Course Total","","40","3.910","82.5","12.5","2.5",".",".",".",".","2.5",".",".",".",".",".",".",".","."
"839","002","","17","3.875","70.6","23.5",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"839","003","","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Core Topics in Computing","Course Total","","33","3.891","75.8","21.2",".",".",".",".",".","3.0",".",".",".",".",".",".",".","."
"841
Computational Cognitive Sci","002","","9","3.750","55.6","22.2","11.1",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"880","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880","002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Theortcl Comp Sci","Course Total","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"899","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","085","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","112","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","128","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator Research","Course Total","","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"900
Adv Seminar - Computer Science","002","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"915
Computn&Informatcs in Biol&Med","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","","Page 213 of 420",""
