"PHM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","125
001","23","3.957","91.3","8.7",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","125
002","24","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Exploring Pharmacy I","Course Total","47","3.979","95.7","4.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Safety & Quality-Med Use Sys","608
001","144","3.823","67.4","29.9","2.8",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Rural Pharmacy Practice","630
001","16","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Drug Interactions","635
001","15","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"Phmceut Biotech&Phmacogenomics","645
001","139","3.137","15.1","15.8","56.8","5.8","6.5","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"PHARMACY
726","Dept. Total","361","3.632","53.7","18.6","23.0","2.2","2.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.973","94.6","5.4",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","10","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","47","3.979","95.7","4.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","310","3.588","47.4","20.3","26.8","2.6","2.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","310","3.588","47.4","20.3","26.8","2.6","2.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","361","3.632","53.7","18.6","23.0","2.2","2.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
