"MATERIALS SCI AND ENGINEERI Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Course Total
Research and Thesis","34","",".",".",".",".",".",".","",".","88.2","2.9",".","",".","8.8",".",".",".","."
"M S & E
Dept. Total
636","827","3.537","43.5","21.4","14.8","4.0","1.6","0.1","",".","10.9","0.2","2.1","",".","0.8","0.4",".","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","12","3.625","66.7","16.7",".","8.3","8.3",".","",".",".",".",".","",".",".",".",".",".","."
"Sophomore","101","3.480","44.6","28.7","18.8","4.0","3.0",".","",".",".",".",".","",".",".",".",".",".","1.0"
"Junior","204","3.396","42.6","23.5","22.1","8.3","2.9","0.5","",".",".",".",".","",".",".",".",".",".","."
"Senior","287","3.611","54.7","25.4","15.7","3.1","0.7",".","",".",".",".",".","",".",".","0.3",".",".","."
"Undergraduates","604","3.512","49.2","25.2","18.0","5.1","2.0","0.2","",".",".",".",".","",".",".","0.2",".",".","0.2"
"Special","6","3.500","50.0",".","16.7","16.7",".",".","",".",".",".",".","",".",".","16.7",".",".","."
"Graduate","217","3.692","27.6","11.5","5.5","0.5","0.5",".","",".","41.5","0.9","7.8","",".","3.2","0.5",".","0.5","."
"Dept. Total","827","3.537","43.5","21.4","14.8","4.0","1.6","0.1","",".","10.9","0.2","2.1","",".","0.8","0.4",".","0.1","0.1"
