"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ART HISTORY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","",""
"Intro Topics in Art History","105","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"History of Western Art I","201","001","93","3.083","8.6","18.3","31.2","6.5","5.4",".","1.1","26.9",".",".",".",".","1.1","1.1",".","."
"History of World in 20 Bldgs","210","001","156","3.625","23.7","5.1","0.6","1.9",".","1.3","0.6","66.7",".",".",".",".",".",".",".","."
"Intro-Africn Art&Architectr","241","001","62","3.596","24.2","11.3","4.8",".",".",".","1.6","58.1",".",".",".",".",".",".",".","."
"Intro to Afro-American Art","242","001","30","3.700","76.7","10.0",".","3.3","10.0",".",".",".",".",".",".",".",".",".",".","."
"Dimensions-Material Culture","264","001","23","3.167",".","26.1","21.7",".","4.3",".",".","47.8",".",".",".",".",".",".",".","."
"Art&Archaeology-Ancient Greece","300","001","54","3.208","25.9","3.7","25.9","1.9","7.4",".","1.9","33.3",".",".",".",".",".",".",".","."
"Chinese Art: Antiquity-10th C","307","001","17","3.281","41.2","17.6","23.5",".","5.9",".","5.9",".",".",".",".",".",".",".","5.9","."
"Early Christian & Byzantine","310","001","32","3.188","6.3","18.8","15.6","6.3","3.1",".",".","40.6",".",".",".",".","9.4",".",".","."
"History of Photography","355","001","32","3.354","28.1","25.0","6.3","9.4","3.1","3.1",".","25.0",".",".",".",".",".",".",".","."
"Arts of Japan","372","001","26","3.500","23.1","26.9","23.1",".",".",".",".","26.9",".",".",".",".",".",".",".","."
"Great Cities of Islam","373","001","27","3.850","25.9","11.1",".",".",".",".",".","59.3",".",".",".",".","3.7",".",".","."
"Topics in 19th Century Art","407","001","43","3.636","25.6","18.6","2.3","4.7",".",".",".","48.8",".",".",".",".",".",".",".","."
"Topics in Asian Art","411","001","14","3.750","50.0","14.3",".","7.1",".",".",".",".",".",".",".",".",".",".","28.6","."
"Topics-Italian Renaissance Art","420","001","13","3.833","53.8","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","30.8","."
"","500","001","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","500","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prosem:Spec Topics-Art Hist","","Course Total","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Proseminar in Ancient Art","505","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar in Material Culture","563","001","11","3.550","54.5","27.3",".",".",".","9.1",".",".",".",".",".",".","9.1",".",".","."
"Prosem-Amer Architecture","567","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","600","001","7","4.000","28.6",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","."
"","600","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics-Art History","","Course Total","9","3.500","33.3",".",".",".","11.1",".",".","55.6",".",".",".",".",".",".",".","."
"Curatorial Studies Colloquium","603","001","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","681","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","682","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","692","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Art History","701","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Curatorial Studies Colloquium","703","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in 19th Cent. Art","707","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Medieval Art","715","001","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dimensions of Material Culture","764","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Japanese Art History","775","001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","776","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","776","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Chinese Art History","","Course Total","3","***","","","","","","","","","","","","","","","",""
"Tpcs: Arch. & Urbanism of Asia","779","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","","","Page 174 of 420"
