"Topics-Hispanc Cultrs in US","469
001","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
005","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
006","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"CHICLA
228","Dept. Total","225","3.466","44.9","24.9","17.3","4.4","4.9","0.9","0.9","",".","",".",".","",".","",".","1.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"228
CHICLA","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.402","30.3","40.9","15.2","6.1","7.6",".",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","51","3.431","52.9","13.7","19.6","5.9","3.9","2.0","2.0","",".","",".",".","",".","",".",".",".",".","."
"Junior","","59","3.588","52.5","23.7","11.9","1.7","6.8",".",".","",".","",".",".","",".","",".","3.4",".",".","."
"Senior","","45","3.419","44.4","17.8","24.4","4.4",".","2.2","2.2","",".","",".",".","",".","",".","4.4",".",".","."
"Undergraduates","","221","3.461","44.3","25.3","17.2","4.5","5.0","0.9","0.9","",".","",".",".","",".","",".","1.8",".",".","."
"Graduate","","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","225","3.466","44.9","24.9","17.3","4.4","4.9","0.9","0.9","",".","",".",".","",".","",".","1.8",".",".","."
