"","990
021","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
022","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
072","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Risk&Insurance","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","542","3.229","36.2","15.5","26.2","7.7","11.3","2.2","",".","0.6","",".",".","",".","0.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","33","2.840","24.2","6.1","24.2","15.2","27.3","3.0","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","143","3.097","36.4","5.6","31.5","6.3","16.8","3.5","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","284","3.318","39.4","16.5","26.8","7.4","8.5","1.4","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","460","3.216","37.4","12.4","28.0","7.6","12.4","2.2","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","16","2.625","6.3","18.8","18.8","31.3","12.5","12.5","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","66","3.497","34.8","36.4","15.2","3.0","3.0",".","",".","4.5","",".",".","",".","3.0","",".",".",".","."
"","Dept. Total","542","3.229","36.2","15.5","26.2","7.7","11.3","2.2","",".","0.6","",".",".","",".","0.4","",".",".",".","."
