"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"783
Creative Writing Pedagogy Smr","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"785","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"785","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","049","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785","136","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"785","137","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"MFA Thesis","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar-Teaching of Writing","Course Total","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"795","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"795","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"795","003","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"795","004","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"795","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"795","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"795","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"795","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"795","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"One-credit Seminar","Course Total","","31","4.000","6.5",".",".",".",".",".",".","3.2",".",".",".","87.1",".",".","3.2","."
"799","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","132","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","135","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","4","***","","","","","","","","","","","","","","","",""
"800
Critical Methods in Lit","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"803
Topics in Medieval Literature","001","","9","3.938","77.8","11.1",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"804","001","","10","3.889","70.0","20.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"804","002","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Topics in Early Modern Lit","Course Total","","17","3.933","76.5","11.8",".",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"806
Topics in Romanticism","001","","15","4.000","86.7",".",".",".",".",".",".",".",".",".",".",".","13.3",".",".","."
"812
American Literature since 1900","001","","14","3.909","64.3","14.3",".",".",".",".",".","7.1",".",".",".",".","14.3",".",".","."
"850
Proseminar in Theatre Research","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"990","065","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"January 27, 2020","","","","","","","","","","","","","","","","","","","Page 226 of 420",""
