"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUDI Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","",""
"The Information Society","201
001","","108","3.681","67.6","17.6","8.3","3.7","0.9",".","1.9",".",".",".",".",".",".",".",".","."
"Information Literacies Online","301
001","","17","3.765","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tpcs in Info St-Tech Aspects","341
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Digital Information","351
001","","138","3.679","67.4","17.4","8.0","2.9","1.4","0.7","1.4","0.7",".",".",".",".",".",".",".","."
"","500
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","500
002","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
500","","27","3.712","77.8","11.1",".",".","3.7",".","3.7","3.7",".",".",".",".",".",".",".","."
"","500
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Code and Power","Course Total","","44","3.779","77.3","15.9",".",".","2.3",".","2.3","2.3",".",".",".",".",".",".",".","."
"","601
001","","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
601","","18","3.750","66.7","27.8",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","003
601","","22","3.841","72.7","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Perspectives, Contexts","Course Total","","74","3.892","83.8","13.5","1.4",".","1.4",".",".",".",".",".",".",".",".",".",".","."
"","602
001","","34","3.781","70.6","17.6",".",".","5.9",".",".",".",".",".",".",".","5.9",".",".","."
"","602
002","","30","3.950","93.3","3.3","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","602
003","","31","3.935","87.1","12.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info: Org and Search","Course Total","","95","3.887","83.2","11.6","1.1",".","2.1",".",".",".",".",".",".",".","2.1",".",".","."
"Research and Assessment","603
001","","25","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"User Experience Design 1","611
001","","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Systems Analysis & Proj Mgmt","615
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","616
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","616
002","","7","3.643","71.4",".","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","616
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Records Management","Course Total","","11","3.591","54.5","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","620
001","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
620","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","620
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fld Proj-Lib&Info Agencies","Course Total","","34","3.970","91.2","5.9",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"","622
001","","8","3.929","75.0","12.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","622
002","","14","3.885","71.4","21.4",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Childrens Literature","Course Total","","22","3.900","72.7","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Metadata Standards and XML","632
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","635
001","","10","4.000","90.0",".",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","635
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reference & Info Service","Course Total","","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".","4.5",".",".","."
"","001
639","","13","3.731","69.2","23.1",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","639
002","","11","3.850","63.6","27.3",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Pedagogical Theory & Practice","Course Total","","24","3.783","66.7","25.0",".",".","4.2",".",".",".",".",".",".",".","4.2",".",".","."
"","640
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","640
002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","640
003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","640
004","","8","3.438","25.0","50.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","005
640","","13","3.654","38.5","53.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
